漢字,解説・構成
么,丿（の・はらいぼう・のかんむり）に厶
倹,にんべんに㑒
鼙,鼓（つづみ）に卑
胃,田に月
祟,示（しめす）に出
閬,門（もんがまえ・かどがまえ）に良
喃,口（くちへん）に南
档,木（きへん）に当
摛,扌（てへん）に离
萌,くさかんむりに明
樳,木（きへん）に
蛗,虫（むし）に𠂤
媄,女（おんなへん）に美
甬,用（もちいる）に龴
𥮲,竹（たけかんむり）に長
忋,忄（りっしんべん）に己
藇,艹（くさかんむり）に與
鍉,金（かねへん）に是
綬,糸（いとへん）に受
釖,かねへんに刀
鉗,金（かねへん）に甘
崚,山（やまへん）に夌
鈴,かねへんに令
怔,忄（りっしんべん）に正
俉,亻（にんべん）に吾
俉,亻（にんべん）に五に口
鱧,魚（うおへん・さかなへん）に豊
厰,厂（がんだれ）に敞
厰,厂（がんだれ）に尙に攵
吁,口（くちへん）に于
䴇,鳥（とり）に零
䴇,鳥（とり）に雨に令
怱,心（こころ）に匆
愞,りっしんべんに耎
鵆,鳥（とり）に行
鵆,鳥（とり）に彳に亍
脞,月（にくづき）に坐
着,「ジャク」は高校で習う読み方です。
岶,山（やまへん）に白
纑,糸（いとへん）に盧
朦,月（つきへん）に蒙
喑,口（くちへん）に音
喑,口（くちへん）に立に日
譱,言（げん・ことば）に羊に言
譱,羊に誩
譩,言（ごんべん）に意
轟,車（くるま）に車に車
寵,宀（うかんむり）に龍
壒,土（つちへん）に蓋
猇,犭（けものへん）に虎
駮,馬（うまへん）に交
擷,扌（てへん）に頡
擷,扌（てへん）に吉に頁
頞,頁（おおがい・いちのかい）に安
繾,糸（いとへん）に
朖,つきへんに良
𢪸,手（て）に夗
𢪸,手（て）に夕に㔾
薗,くさかんむりに園
咮,口（くちへん）に朱
犧,うしへんに羲
拇,てへんに母
棈,木（きへん）に靑
踆,足（あしへん）に夋
菴,くさかんむりに奄
𣴎,𦍌に水
坪,つちへん・どへんに平
奬,大（だい）に將
葡,くさかんむりに匍
崔,山（やま・やまかんむり）に隹
稍,禾（のぎへん）に
薄,くさかんむりに溥
𪀯,鳥（とり）に光
袂,ころもへんに夬
擡,てへんに臺
譜,言（ごんべん）に普
昀,日（ひへん・にちへん）に勻
𨯁,金（かねへん）に樋
嘸,口（くちへん）に無
剛,りっとうに岡
硨,石（いしへん）に車
鮹,魚（うおへん・さかなへん）に
臭,自（みずから）に犬
楹,木（きへん）に盈
㒼,廿に兩
矩,矢（やへん）に巨
鋪,かねへんに甫
諷,ごんべんに風
惷,心（こころ）に春
閲,もんがまえ・かどがまえに兑
彷,彳（ぎょうにんべん）に方
玠,王（たまへん・おうへん）に介
焱,火（ひ）に火に火
焱,火（ひ）に炏
讔,言（ごんべん）に隱
攫,てへんに矍
猩,けものへんに星
姻,おんなへんに因
箍,竹（たけかんむり）に扌に匝
囃,口（くちへん）に雜
熊,れっか・れんがに能
㐂,七に七に七
㐂,七に七
槶,木（きへん）に國
菰,くさかんむりに孤
菰,くさかんむりに孑に瓜
㵤,氵（さんずい）に翜
㵤,氵（さんずい）に羽に夾
斃,攵（のぶん・ぼくづくり）に㡀に死
斃,敝に死
鱁,魚（うおへん）に
鑣,金（かねへん）に麃
誧,言（ごんべん）に甫
夏,「ゲ」は中学校で習う読み方です。
觘,角（つのへん）に少
楨,木（きへん）に貞
閥,もんがまえ・かどがまえに伐
閥,もんがまえ・かどがまえに亻に戈
闚,門（もんがまえ・かどがまえ）に規
闚,門（もんがまえ・かどがまえ）に夫に見
弜,弓（ゆみへん）に弓
李,木（き）に子
鄽,おおざとに廛
瀉,さんずいに寫
疱,疒（やまいだれ）に
囅,單に展
会,人（ひとやね・ひとがしら）に云
会,「エ」は高校で習う読み方です。
額,頁（おおがい・いちのかい）に各
鏱,金（かねへん）に章
鏱,金（かねへん）に立に早
鯏,魚（うおへん・さかなへん）に利
榾,木（きへん）に骨
舊,臼（うす）に雈
舊,臼（うす）に艹に隹
菱,くさかんむりに夌
糍,米（こめへん）に兹
𣑥,木（きへん）に𦒱
𣑥,木（きへん）に耂に丁
逕,しんにょう・しんにゅうに巠
簗,竹（たけかんむり）に梁
唾,くちへんに垂
喁,口（くちへん）に禺
啐,口（くちへん）に卒
齕,齒（はへん）に乞
蝓,虫（むしへん）に兪
啗,口（くちへん）に臽
愚,心（こころ）に禺
惰,りっしんべんに左に月
蕙,艹（くさかんむり）に惠
孵,卵に孚
籥,竹（たけかんむり）に龠
柞,木（きへん）に乍
估,にんべんに直
稻,禾（のぎへん）に舀
稻,禾（のぎへん）に爫に＜臼
檡,木（きへん）に睪
詝,言（ごんべん）に宁
密,うかんむりに𡶇
密,宓に山
弯,弓（ゆみ）に亦
糞,米（こめ）に異
聾,耳（みみ）に龍
佽,亻（にんべん）に
橾,木（きへん）に喿
橾,木（きへん）に品に木
軟,くるまへんに欠
旦,日（ひ・にち）に一
徠,彳（ぎょうにんべん）に來
賀,貝（かい・こがい）に加
汎,さんずいに凡
滁,氵（さんずい）に除
薏,艹（くさかんむり）に意
薏,艹（くさかんむり）に音に心
災,火（ひ）に巛
災,「わざわい」は中学校で習う読み方です。
穂,禾（のぎへん）に恵
穂,「スイ」は高校で習う読み方です。
櫧,木（きへん）に諸
笇,竹（たけかんむり）に卞
鎬,金（かねへん）に高
駆,うまへんに区
火,「ほ」は高校で習う読み方です。
蘂,くさかんむりに惢に木
蘂,蕊に木
脛,月（にくづき）に巠
漬,さんずいに責
瑪,王（おうへん・たまへん）に馬
詇,言（ごんべん）に央
該,言（ごんべん）に亥
箯,竹（たけかんむり）に便
䟽,足（あしへん）に㐬
獵,けものへんに巤
鶡,鳥（とり）に曷
庫,まだれに車
庫,「ク」は高校で習う読み方です。
霏,雨（あめかんむり）に非
蛟,虫（むしへん）に交
涬,氵（さんずい）に幸
稔,禾（のぎへん）に念
朓,月（つきへん）に兆
舒,舎に予
唱,くちへんに昌
馣,食（しょく）に奄
霄,雨（あめかんむり）に
疼,疒（やまいだれ）に
藷,くさかんむりに諸
蔛,艹（くさかんむり）に斛
蔛,艹（くさかんむり）に角に斗
轢,車（くるまへん）に樂
𩷛,魚（うおへん）に角
鋸,金（かねへん）に居
曖,ひへん・にちへんに愛
釗,金（かねへん）に刂
爛,火（ひへん）に闌
哩,口（くちへん）に里
誕,言（ごんべん）に延
賠,かいへんに咅
椈,木（きへん）に匊
䅏,禾（のぎへん）に尾
彔,彑に氺
痆,疒（やまいだれ）に尼
痆,疒（やまいだれ）に尸に匕
戰,戈（ほこ・ほこづくり・ほこがまえ）に單
駼,馬（うまへん）に余
墸,土（つちへん・どへん）に著
遵,しんにょう・しんにゅうに尊
瘞,㾜に土
蕓,艹（くさかんむり）に雲
蕓,艹（くさかんむり）に雨に云
煕,れっか・れんがに巸
煕,れっか・れんがに𦣝に巳
拉,てへんに立
窾,穴（あなかんむり）に款
㬢,日（ひへん・にちへん）に義
驃,馬（うまへん）に票
驃,馬（うまへん）に覀に示
錩,金（かねへん）に昌
錩,金（かねへん）に日に日
蒞,くさかんむりに涖
蒞,くさかんむりに氵に位
䧺,隹（ふるとり）に右
曻,日（ひ・にち）に舛
玳,王（おうへん・たまへん）に代
灮,火（ひ）に儿
敲,攴（とまた・ぼくにょう・ぼくづくり）に高
汀,さんずいに丁
襭,ころもへんに頡
襭,ころもへんに吉に頁
增,つちへん・どへんに曾
圭,土（つち）に土
麼,に幺
肚,月（にくづき）に土
琉,王（おうへん・たまへん）に㐬
龝,禾（のぎへん）に龜
智,日（ひ・にち）に知
咏,くちへんに永
肸,月（にくづき）に䏌
獱,犭（けものへん）に賓
静,青（あお）に争
静,「ジョウ」は中学校で習う読み方です。
冽,冫（にすい）に列
禅,しめすへんに単
釤,金（かねへん）に彡
和,口（くち）に禾
和,「やわらぐ」「やわらげる」「なごむ」「なごやか」は中学校で習う読み方、「オ」は高校で習う読み方です。
晦,日（ひへん・にちへん）に每
夌,夊（すいにょう・なつあし）に圥
鵩,鳥（とり）に
皈,白（しろ・しろへん）に反
粮,こめへんに良
愫,忄（りっしんべん）に素
壇,つちへん・どへんに亶
壇,「タン」は高校で習う読み方です。
哭,口（くち）に口に犬
哭,吅に犬
隼,隹（ふるとり）に十
享,なべぶた・けいさん・けいさんかんむりに口に子
菌,くさかんむりに囷
桉,木（きへん）に安
贋,貝（かい・こがい）に雁
榧,木（きへん）に匪
諟,言（ごんべん）に是
坎,土（つちへん・どへん）に欠
徹,ぎょうにんべんに育に攵
雙,隹（ふるとり）に隹に又
雙,雔に又
宝,うかんむりに玉
拏,手（て）に奴
湮,さんずいに覀に土
縨,糸（いとへん）に晃
縨,糸（いとへん）に日に光
托,てへんに乇
驢,馬（うまへん）に盧
報,幸に𠬝
報,「むくいる」は中学校で習う読み方です。
併,にんべんに并
竨,立（たつへん）に卓
室,うかんむりに至
室,「むろ」は中学校で習う読み方です。
䑛,舌（した・したへん）に氐
織,糸（いとへん）に戠
織,「ショク」は高校で習う読み方です。
嫋,女（おんなへん）に
籯,竹（たけかんむり）に贏
餽,しょくへんに鬼
閶,門（もんがまえ・かどがまえ）に昌
閶,門（もんがまえ・かどがまえ）に日に日
摑,てへんに國
訊,言（ごんべん）に卂
抖,てへんに斗
簃,竹（たけかんむり）に移
𥹖,米（こめへん）に皮
偰,亻（にんべん）に
蛋,虫（むし）に疋
銲,金（かねへん）に旱
皀,白（しろ）に匕
俐,にんべんに利
麪,むぎへん・ばくにょうに丏
朞,月（つき）に其
泊,さんずいに白
逈,しんにょう・しんにゅうに向
酹,酉（とりへん）に寽
暼,日（ひ・にち）に敝
撰,扌（てへん）に巽
昰,日（ひ・にち）に正
遐,しんにょう・しんにゅうに叚
禴,しめすへんに龠
㮈,きへんに奈
榜,木（きへん）に旁
匿,かくしがまえに若
𦱳,うけばこ・かんにょう・かんがまえに兹
沃,さんずいに夭
櫳,木（きへん）に龍
澆,さんずいに堯
牀,爿（しょうへん）に木
潤,さんずいに閏
槿,木（きへん）に堇
匤,匚（はこがまえ）に玉
舡,舟（ふねへん）に工
茉,くさかんむりに末
洩,さんずいに曳
饘,しょくへんに亶
殫,歹（かばねへん・いちたへん・がつへん）に單
髐,骨（ほねへん）に堯
彽,彳（ぎょうにんべん）に氐
疊,畾に冝
鯲,魚（うおへん・さかなへん）に於
妒,おんなへんに戶
嶸,山（やまへん）に榮
杴,木（きへん）に欠
丼,丶（てん・ちょぼ）に井
漢,さんずいに𦰩
𡍄,土（つちへん）に居
皧,白（しろ・しろへん）に愛
皧,白（しろ・しろへん）に山に隹
揬,扌（てへん）に突
輞,車（くるまへん）に罔
拿,手（て）に合
箵,竹（たけかんむり）に省
箵,竹（たけかんむり）に少に目
鶯,鳥（とり）に𤇾
洶,さんずいに匈
茗,くさかんむりに名
茗,くさかんむりに夕に口
䋖,糸（いとへん）に聿
憩,心（こころ）に舌に自
憩,「いこう」は高校で習う読み方です。
醃,酉（とりへん）に奄
魴,魚（うおへん・さかなへん）に方
僕,にんべんに菐
筇,竹（たけかんむり）に邛
筇,竹（たけかんむり）に工に阝
籞,竹（たけかんむり）に禦
籞,竹（たけかんむり）に御に示
鉚,金（かねへん）に卯
鴾,鳥（とり・とりへん）に牟
糯,米（こめへん）に需
蹄,足（あしへん）に帝
恌,忄（りっしんべん）に兆
縑,糸（いとへん）に
葥,艹（くさかんむり）に
弝,弓（ゆみへん）に巴
茹,くさかんむりに如
茹,くさかんむりに女に口
𥇍,目（めへん）に卓
痱,疒（やまいだれ）に非
鄣,おおざとに章
鄣,おおざとに立に早
滴,さんずいに啇
滴,「したたる」は高校で習う読み方です。
舸,舟（ふねへん）に可
姑,女（おんなへん）に古
螓,虫（むしへん）に秦
暗,ひへん・にちへんに音
吤,口（くちへん）に介
葆,くさかんむりに保
葆,くさかんむりに亻に呆
弣,弓（ゆみへん）に付
弣,弓（ゆみへん）に亻に寸
翁,羽（はね）に公
蘧,艹（くさかんむり）に遽
瘓,疒（やまいだれ）に奐
脇,にくづきに劦
