漢字,解説・構成
萄,くさかんむりに匋
潦,さんずいに尞
臛,月（にくづき）に霍
臛,月（にくづき）に雨に隹
祈,しめすへんに斤
臀,殿に月
剋,りっとうに克
吼,口（くちへん）に孔
吼,口（くちへん）に子に乚
薯,くさかんむりに署
啖,口（くちへん）に炎
膳,にくづきに善
詼,言（ごんべん）に
俎,人（ひと）に人に且
俎,仌に且
榀,木（きへん）に品
娗,女（おんなへん）に廷
菁,くさかんむりに靑
䋝,糸（いとへん）に⺍に女
霽,雨（あめかんむり）に齊
鰡,魚（うおへん・さかなへん）に留
回,「エ」は高校で習う読み方です。
僥,にんべんに堯
巋,山（やま）に歸
徢,彳（ぎょうにんべん）に疌
澌,氵（さんずい）に斯
澌,氵（さんずい）に其に斤
疽,疒（やまいだれ）に且
𨫤,金（かねへん）に
精,こめへんに青
精,「ショウ」は中学校で習う読み方です。
嵶,山（やまへん）に
洒,さんずいに西
秣,禾（のぎへん）に末
軍,車（くるま）に冖
凩,几（かぜかんむり・かぜがまえ）に木
遃,しんにょう・しんにゅうに彥
據,てへんに豦
葮,くさかんむりに段
瑚,王（おうへん・たまへん）に胡
椅,きへんに奇
莛,艹（くさかんむり）に廷
項,頁（おおがい・いちのかい）に工
鄹,おおざとに聚
渲,氵（さんずい）に宣
続,糸（いとへん）に売
矦,矢（や）に厃
艏,舟（ふねへん）に首
允,儿（ひとあし・にんにょう）に厶
穎,禾（のぎ）に頃
穎,匕に禾に頁
宥,宀（うかんむり）に有
藉,くさかんむりに耤
勞,力（ちから）に𤇾
悪,心（こころ）に亜
悪,「オ」は高校で習う読み方です。
蔾,艹（くさかんむり）に棃
沐,さんずいに木
何,にんべんに可
何,「カ」は中学校で習う読み方です。
烬,火（ひへん）に尽
咾,口（くちへん）に老
佷,亻（にんべん）に艮
籮,竹（たけかんむり）に羅
澁,さんずいに歮
酊,酉（とりへん）に丁
鰒,魚（うおへん・さかなへん）に复
嗷,口（くちへん）に敖
珥,王（おうへん・たまへん）に耳
螽,虫（むし）に虫に冬
螽,䖵に冬
焮,火（ひへん）に欣
焮,火（ひへん）に斤に欠
驪,馬（うまへん）に麗
徐,ぎょうにんべんに余
鍍,金（かねへん）に度
賛,貝（かい・こがい）に㚘
斡,斗（とます・と）に倝
㯍,木（きへん）に將
誷,言（ごんべん）に罔
硲,石（いしへん）に谷
廈,广（まだれ）に夏
菜,くさかんむりに采
醍,酉（とりへん）に是
鼬,鼠（ねずみへん）に由
欸,欠（かける・あくび・けんづくり）に矣
欸,欠（かける・あくび・けんづくり）に厶に矢
伐,にんべんに戈
髠,髟（かみがしら・かみかんむり）に几
昉,日（ひへん・にちへん）に方日の光が広がり明るくなる意を表します。
頳,頁（おおがい・いちのかい）に赤
鯤,魚（うおへん・さかなへん）に昆
皖,白（しろ・しろへん）に完
醴,酉（とりへん）に豊
氈,毛（け）に亶
嚇,くちへんに赫
嚇,くちへんに赤に赤
捁,扌（てへん）に
硪,石（いしへん）に我
黠,黑（くろ）に吉
黠,黑（くろ）に士に口
冣,わかんむりに取
糟,米（こめへん）に曹
靫,革（かわへん）に叉
慆,忄（りっしんべん）に舀
慆,忄（りっしんべん）に爫に臼
椙,木（きへんに昌
蝋,虫（むしへん）に鼡
例,にんべんに列
稙,禾（のぎへん）に直
逞,しんにょう・しんにゅうに呈
皃,白（しろ）に儿
懊,りっしんべんに奧
禍,しめすへんに咼
壃,土（つちへん・どへん）に畺
禧,しめすへんに喜
贐,貝（かいへん）に盡
怏,りっしんべんに央
儂,にんべんに農
稹,禾（のぎへん）に眞
脩,攸に月
𦪌,舟（ふねへん）に寄
慴,忄（りっしんべん）に
慴,忄（りっしんべん）に羽に白
瞎,目（めへん）に
梁,木（き）に氵に刅
矜,矛（ほこ・ほこへん・むのほこ）に今
鄰,おおざとに粦
廏,广（まだれ）に𣪘
墓,土（つち）に莫
詠,言（ごんべん）に永
詠,「よむ」は高校で習う読み方です。
蛯,虫（むしへん）に老
郜,おおざとに吿
蜓,虫（むしへん）に廷
傻,亻（にんべん）に𡕩
褊,ころもへんに扁
䑺,ふねへんに風
鳦,鳥（とり・とりへん）に乙
蟫,虫（むしへん）に覃
糦,米（こめへん）に喜
孯,子（こ）に臤
孯,子（こ）に臣に又
計,言（ごんべん）に十
丰,丨（たてぼう）に三
葛,くさかんむりに曷
葛,「くず」は高校で習う読み方です。
聲,耳（みみ）に殸
聲,耳（みみ）に声に殳
䙁,衤（ころもへん）に戔
袢,衤（ころもへん）に
荀,くさかんむりに旬
𧏛,虫（むし）に討
𧏛,虫（むし）に言に寸
像,にんべんに象
儆,亻（にんべん）に敬
儆,亻（にんべん）に苟に攵
你,亻（にんべん）に尔
俦,にんべんに寿
邊,しんにょう・しんにゅうに臱
𤩍,琴に夫
忡,忄（りっしんべん）に中
添,さんずいに忝
酤,酉（とりへん）に古
哂,口（くちへん）に西
銜,金（かね）に行
銜,金（かね）に彳に亍
餬,しょくへんに胡
餬,しょくへんに古に月
悕,忄（りっしんべん）に希
孁,女（おんな）に霝
跎,足（あしへん）に它
宗,うかんむりに示
宗,「ソウ」は中学校で習う読み方です。
鞭,革（かわへん）に便
湎,さんずいに面
酩,酉（とりへん）に名
酩,酉（とりへん）に夕に口
斸,斤（おのづくり）に屬
䈎,竹（たけかんむり）に枼
䈎,竹（たけかんむり）に世に木
楷,きへんに皆
墱,土（つちへん）に登
枠,きへんに卆
深,さんずいに罙
崢,山（やまへん）に爭
雕,隹（ふるとり）に周
騑,馬（うまへん）に非
裟,衣（ころも）に沙
蜒,虫（むしへん）に延
谷,「コク」は中学校で習う読み方です。
撲,てへんに菐
髕,骨（ほねへん）に賓
悌,りっしんべんに弟
湑,氵（さんずい）に胥
湑,氵（さんずい）に疋に月
虀,くさかんむりに韲
忉,忄（りっしんべん）に刀
悋,りっしんべんに吝
悋,りっしんべんに文に口
瑤,王（おうへん・たまへん）に䍃
甃,瓦（かわら）に秋
甃,瓦（かわら）に禾に火
盗,皿（さら）に次
柳,きへんに卯
挹,扌（てへん）に口に巴
桾,木（きへん）に君
耈,老（おい）に句
姙,おんなへんに任
鐳,金（かねへん）に雷
凭,几（つくえ・きにょう）に任
怒,心（こころ）に奴
肩,戸に月
肩,「ケン」は高校で習う読み方です。
銚,金（かねへん）に兆
耦,耒（すきへん・らいすき）に禺
銭,かねへんに㦮
銭,「ぜに」は中学校で習う読み方です。
味,くちへんに未
钁,金(かねへん）に矍
粕,米（こめへん）に白
澶,氵（さんずい）に亶
輫,車（くるまへん）に非
婺,女（おんな）に敄
婺,女（おんな）に矛に攵
燉,火（ひへん）に敦
燉,火（ひへん）に享に攵
癥,疒（やまいだれ）に徵
謄,言（げん・ことば）に月に龹
謄,月に誊
窹,穴（あなかんむり）に𤕻
窹,穴（あなかんむり）に爿に吾
𨛺,おおざとに其
慾,心（こころ）に欲
嬲,女（おんな）に男に男
莨,くさかんむりに良
斥,斤（きん・おの）に丶
鰆,魚（うおへん・さかなへん）に春
枌,木（きへん）に分
詑,言（ごんべん）に它
騱,馬（うまへん）に奚
槎,木（きへん）に差
卡,卜（と・ぼく・ぼくのと・うらない）に上
塧,土（つちへん）に益
泐,氵（さんずい）に阞
泐,氵（さんずい）に阝に力
鈔,金（かねへん）に少
藍,くさかんむりに監
藍,「ラン」は高校で習う読み方です。
靳,革（かわへん）に斤
憼,心（こころ）に敬
憼,心（こころ）に苟に攵
膾,月（にくづき）に會
砙,石（いしへん）に瓦
杙,木（きへん）に弋
攻,攵（のぶん・ぼくづくり）に工
嬋,女（おんなへん）に單
煬,火（ひへん）に易
煬,火（ひへん）に日に勿
褙,衤（ころもへん）に背
齷,齒（はへん）に屋
脅,肉（にく）に劦
脅,「おびやかす」は高校で習う読み方です。
裱,衤（ころもへん）に表
擘,手（て）に辟
擘,手（て）に𡰪に辛
麻,广に林
鷄,鳥（とり・とりへん）に奚
邏,しんにょう・しんにゅうに羅
歟,欠（かける・あくび・けんづくり）に與
遽,しんにょう・しんにゅうに豦
拽,扌（てへん）に曵
釻,金（かねへん）に丸
揵,扌（てへん）に建
颰,風（かぜ）に犮
椥,木（きへん）に知
椥,木（きへん）に矢に口
薹,くさかんむりに臺
棙,木（きへん）に戾
確,いしへんに隺
憇,心（こころ）に舌に甘
獅,けものへんに師
治,さんずいに台
治,さんずいに厶に口
於,方（ほうへん・かたへん）に仒
葭,くさかんむりに叚
尖,小（しょう・ちいさい）に大
怎,心（こころ）に乍
訢,言（ごんべん）に斤
釋,のごめへんに睪
磌,石（いしへん）に眞
匏,勹（つつみがまえ・くがまえ）に
枰,木（きへん）に
専,寸（すん）に𤰔
専,「もっぱら」は中学校で習う読み方です。
繼,糸（いとへん）に㡭
隥,こざと・こざとへんに登
讓,言（ごんべん）に襄
紱,糸（いとへん）に犮
汳,さんずいに反
碧,石（いし）に王に白
飈,風（かぜ）に火
飈,風（かぜ）に火に炏
遇,しんにょう・しんにゅうに禺
艚,舟（ふねへん）に曹
媢,女（おんなへん）に冒
媢,女（おんなへん）に曰に目
徇,彳（ぎょうにんべん）に旬
禛,しめすへんに眞
僮,にんべんに童
芙,くさかんむりに夫
唄,くちへんに貝
顋,頁（おおがい・いちのかい）に思
顋,頁（おおがい・いちのかい）に田に心
慟,りっしんべんに動
慟,りっしんべんに重に力
庿,广（まだれ）に苗
磎,石（いしへん）に奚
殺,殳（るまた・ほこづくり）に𣏂
員,口（くち）に貝
員,※もとは口は〇の形、貝は変わった形。
歐,欠（かける・あくび・けんづくり）に區
刑,りっとうに开
籔,竹（たけかんむり）に數
冲,にすいに中
嗢,口（くちへん）に𥁕
嗢,口（くちへん）に囚に皿
夋,允に夂
舙,舌（した・したへん）に舌に舌
梹,木（きへん）に兵
峐,山（やまへん）に亥
楓,木（きへん）に風
閻,門（もんがまえ・かどがまえ）に臽
蟐,虫（むしへん）に常
軑,車（くるまへん）に大
椽,木（きへん）に彖
褲,衤（ころもへん）に庫
娉,女（おんなへん）に甹
踵,足（あしへん）に重
蒿,くさかんむりに高
鉾,金（かねへん）に牟
鱩,魚（うおへん）に雷
須,おおがい・いちのかいに彡
庥,广（まだれ）に休
搾,てへんに窄
搾,「サク」は高校で習う読み方です。
鹻,鹵（しお）に
璦,王（たまへん・おうへん）に愛
魍,鬼（きにょう）に罔
粱,米（こめ）に氵に刅
曲,※曲の成り立ちには諸説あり、L字型のさしがねの象形という説もあります。
船,ふねへんに㕣
船,※昔の中国ではふねを、関東は舟、関西は船といいました。関東・関西は函谷関を基準とした呼称です。
脾,月（にくづき）に卑
爽,爻（こう・めめ）に爻に大
爽,㸚に大
蠋,虫（むしへん）に蜀
驗,うまへんに僉
驎,馬（うまへん）に粦
驎,馬（うまへん）に米に舛
茢,艹（くさかんむり）に列
茢,艹（くさかんむり）に歹に刂
僡,にんべんに惠
櫛,木（きへん）に節
鶸,鳥（とり・とりへん）に
體,ほねへんに豊
渞,氵（さんずい）に首
簷,竹（たけかんむり）に詹
鮨,魚（うおへん・さかなへん）に旨
杰,木（き）に灬
詢,言（ごんべん）に旬
玊,王に丶
乢,山（やまへん）に乚
搞,扌（てへん）に高
蕭,くさかんむりに肅
綉,糸（いとへん）に秀
汚,さんずいに亐
汚,「けがす」「けがれる」「けがらわしい」は高校で習う読み方です。
份,亻（にんべん）に分
雅,隹（ふるとり）に牙
拷,てへんに考
川,「セン」は中学校で習う読み方です。
蟭,虫（むしへん）に焦
誥,言（ごんべん）に吿
就,京に尤
就,「つく」「つける」は中学校で習う読み方、「ジュ」は高校で習う読み方です。
鬯,𠚍に匕
鱐,魚（うおへん）に肅
痲,疒（やまいだれ）に𣏟
倩,にんべんに靑
𤹪,疒（やまいだれ）に區
豼,豸（むじな・むじなへん）に比
馥,香（か・かおり・においこう）に复
珙,王（たまへん・おうへん）に共共はささげ持つ意で、両手で持つほどの大きな玉の意を表します。
墳,つちへん・どへんに賁
柘,木（きへん）に石
漶,氵（さんずい）に患
漶,氵（さんずい）に串に心
蹣,足（あしへん）に㒼
寐,宀（うかんむり）に爿に未
些,二（に）に此
弞,弓（ゆみへん）に欠
烓,火（ひへん）に圭
烓,火（ひへん）に土に土
洋,さんずいに羊
曨,日（ひへん・にちへん）に龍
諺,言（ごんべん）に彥
墍,土（つち）に旣
墍,土（つち）に皀に旡
還,しんにょう・しんにゅうに睘
猥,けものへんに畏
駃,馬（うまへん）に夬
瓞,瓜（うり）に失
豔,豐に盍
虬,虫（むしへん）に乚
觜,角（かく・つの）に此
跬,足（あしへん）に圭
跬,足（あしへん）に土に土
埵,土（つちへん）に垂
鬐,髟（かみがしら・かみかんむり）に耆
鬐,髟（かみがしら・かみかんむり）に老に日
鏢,金（かねへん）に票
鏢,金（かねへん）に覀に示
擯,てへんに賓
亡,「モウ」「ない」は高校で習う読み方です。
胼,月（にくづき）に并
獮,犭（けものへん）に爾
楮,木（きへん）に者
塚,つちへん・どへんに冢
璻,王（おうへん）に
鯮,魚（うおへん）に宗
俊,にんべんに夋
鞲,革（かわへん）に冓
鞲,革（かわへん）に𠀎に冉
飧,食（しょく）に夕
璨,王（たまへん・おうへん）に粲
釛,金（かねへん）に力
網,糸（いとへん）に罔
勳,力（ちから）に熏
堊,土（つち）に亞
怐,りっしんべんに句
齅,はなへんに臭
權,きへんに雚
苹,艹（くさかんむり）に
饑,しょくへんに幾
顎,頁（おおがい・いちのかい）に咢
楤,木（きへん）に怱
𣠽,木（きへん）に覇。
俳,にんべんに非
劵,力（ちから）に𠔉
甾,田（た）に巛
擇,てへんに睪
簠,竹（たけかんむり）に甫に皿
梐,木（きへん）に坒
梐,木（きへん）に比に土
繵,糸（いとへん）に亶
銷,金（かねへん）に
歊,欠（かける・あくび・けんづくり）に高
踖,足（あしへん）に昔
株,きへんに朱
笛,たけかんむりに由
頃,頁（おおがい・いちのかい）に匕
沕,氵（さんずい）に勿
鱈,魚（うおへん・さかなへん）に雪
竭,立（たつへん）に曷
準,さんずいに隼
枢,きへんに区
劇,りっとうに豦
淨,さんずいに爭
稚,禾（のぎへん）に隹
亂,おつにょう・つりばりに𤔔
縲,糸（いとへん）に累
疸,疒（やまいだれ）に旦
隤,こざと・こざとへんに貴
𨋳,車（くるまへん）に因
墮,土（つち）に隋
蹻,足（あしへん）に喬
蹻,足（あしへん）に呑に冋
協,十（じゅう）に劦
胊,月（にくづき）に句
屆,しかばね・かばね・しかばねかんむり・かばねだれに𠙽
琪,王（たまへん・おうへん）に其
蛩,虫（むし）に工に凡
隕,こざとへんに員
芲,艹（くさかんむり）に𠆢に匕
郟,おおざとに夾
迕,しんにょう・しんにゅうに午
侍,にんべんに寺
堀,つちへん・どへんに屈
敖,攵（のぶん・ぼくづくり）に土に方
裁,衣（ころも）に𢦏
裁,「たつ」は中学校で習う読み方です。
掄,扌（てへん）に侖
姪,女（おんなへん）に至
邙,おおざとに亡
佚,にんべんに失
椌,木（きへん）に空
鵰,鳥（とり・とりへん）に周
傳,にんべんに專
矰,矢（やへん）に曾
𧚄,衤（ころもへん）に我
宮,うかんむりに呂
宮,「グウ」は中学校で習う読み方、「ク」は高校で習う読み方です。
哳,口（くちへん）に折
啤,口（くちへん）に卑
愆,心（こころ）に衍
瘧,疒（やまいだれ）に
觔,角（つのへん）に力
毿,毛（け）に參
狌,犭（けものへん）に生
福,しめすへんに畐
忖,りっしんべんに寸
㕣,口（くち）に八
顙,頁（おおがい・いちのかい）に桑
宓,宀（うかんむり）に必
仵,亻（にんべん）に午
蔌,艹（くさかんむり）に欶
蔌,艹（くさかんむり）に束に欠
闌,門（もんがまえ・かどがまえ）に柬
素,糸（いと）に龶
素,「ス」は中学校で習う読み方です。
畔,田（たへん）に半
憧,りっしんべんに童
㾮,疒（やまいだれ）に皇
㾮,疒（やまいだれ）に白に王
嚔,口（くちへん）に𤴡
葉,くさかんむりに枼
𧝒,衤（ころもへん）に黃
糢,米（こめへん）に莫
昵,日（ひへん・にちへん）に尼
昵,日（ひへん・にちへん）に尸に匕
芋,くさかんむりに于
澗,さんずいに間
澗,さんずいに門に日
䔥,くさかんむりに粛
鈊,金（かねへん）に心
袰,衣（ころも）に母
倭,にんべんに委
魷,魚（うおへん）に尤
捏,てへんに圼
捏,てへんに日に土
鷦,鳥（とり）に焦
緗,糸（いとへん）に相
襠,ころもへんに當
貓,むじな・むじなへんに苗
穽,穴（あなかんむり）に井
岭,山（やまへん）に令
埌,土（つちへん）に良
綸,糸（いとへん）に侖
耳,「ジ」は中学校で習う読み方です。
耳,「耳」は書き順を間違えやすい漢字の一つです。→「耳」の書き順（筆順）
蛞,虫（むしへん）に舌
拊,てへんに付
拊,てへんに亻に寸
璟,王（たまへん・おうへん）に景
綻,糸（いとへん）に定
駁,馬（うまへん）に爻
鶉,鳥（とり）に享
齬,齒（はへん）に吾
齬,齒（はへん）に五に口
嘖,口（くちへん）に責
幬,巾（はばへん）に壽
砲,いしへんに包
隅,こざとへんに禺
傀,にんべんに鬼
巗,山（やまへん）に嚴
件,にんべんに牛
苓,くさかんむりに令
屣,尸（しかばね・かばね・しかばねかんむり・かばねだれ）に徙
葦,くさかんむりに韋
氎,毛（け）に疉
坤,土（つちへん・どへん）に申
隯,こざとへんに壽
搐,扌（てへん）に畜
鶙,鳥（とり）に帝
唔,口（くちへん）に吾
纍,糸（いと）に畾
皝,白（しろ）に王に光
皝,皇に光
肜,月（にくづき）に彡
写,わかんむりに与
搦,扌（てへん）に
製,衣（ころも）に制
廉,まだれに兼
綪,糸（いとへん）に靑
莝,艹（くさかんむり）に坐
頻,頁（おおがい・いちのかい）に步
𠝏,刀（かたな）に㑒
脉,にくづきに永
槫,木（きへん）に專
駘,馬（うまへん）に台
駘,馬（うまへん）に厶に口
孰,享に丸
旙,方（ほうへん・かたへん）に番
泻,さんずいに写
帟,巾（はば）に亦
雯,雨（あめかんむり）に文
炟,火（ひへん）に旦
炟,火（ひへん）に日に一
潘,さんずいに番
勾,つつみがまえ・くがまえに厶
瞻,目（めへん）に詹
濔,さんずいに爾
邨,おおざとに屯
晩,ひへん・にちへんに免
肪,にくづきに方
聳,耳（みみ）に從
晤,日（ひへん・にちへん）に吾
顳,頁（おおがい・いちのかい）に聶
顳,頁（おおがい・いちのかい）に耳に聑
鱆,魚（うおへん・さかなへん）に章
椛,木（きへん）に花
𣑑,木（きへん）に字
萱,くさかんむりに宣
峭,山（やまへん）に
茇,艹（くさかんむり）に犮
路,あしへんに各
竫,立（たつへん）に爭
擊,手（て）に𣪠
禄,しめすへんに录
禄,しめすへんに彐に氺
幭,巾（はばへん）に蔑
喘,口（くちへん）に耑
喘,口（くちへん）に山に而
筬,竹（たけかんむり）に成
褥,ころもへんに辱
洵,さんずいに旬
鄙,おおざとに啚
聵,耳（みみへん）に貴
鉀,金（かねへん）に甲
𢭐,てへんに労
遮,しんにょう・しんにゅうに庶
𡽶,山（やまへん）に鼻
炆,火（ひへん）に文
紃,糸（いとへん）に川
擦,てへんに察
戌,戊に一
療,やまいだれに尞
律,ぎょうにんべんに聿
律,「リチ」は高校で習う読み方です。
鶫,鳥（とり）に柬
往,ぎょうにんべんに主
擅,てへんに亶
柢,木（きへん）に氐
悔,りっしんべんに每
剝,りっとうに彔
俛,にんべんに免
値,にんべんに直
値,「あたい」は中学校で習う読み方です。
嶂,山（やまへん）に章
熺,火（ひへん）に喜
扁,戸（とだれ・とかんむり）に𠕁
扁,戶に𠕁
踔,足（あしへん）に卓
塼,土（つちへん）に專
竇,穴（あなかんむり）に𧶠
聆,耳（みみへん）に令
熅,火（ひへん）に𥁕
熅,火（ひへん）に囚に皿
鑑,かねへんに監
鑑,「かんがみる」は高校で習う読み方です。
銕,かねへんに夷
趄,走（そうにょう）に且
篗,竹（たけかんむり）に隻
篗,竹（たけかんむり）に隹に又
擔,てへんに詹
紆,糸（いとへん）に于
幵,干（かん・いちじゅう・ほす）に干
底,广（まだれ）に氐
蘢,くさかんむりに龍
屋,しかばね・かばね・しかばねかんむり・かばねだれに至
絰,糸（いとへん）に至
恥,心（こころ）に耳
冰,にすいに水
姶,女（おんなへん）に合
送,しんにょう・しんにゅうに关
送,※送の成り立ちには諸説あり、【形声】の説もあります。
淦,さんずいに金
畄,田（た）に⺍
鯫,魚（うおへん）に取
鯫,魚（うおへん）に耳に又
嗎,口（くちへん）に馬
懲,心（こころ）に徴
皺,皮（けがわ・ひのかわ）に芻
倨,にんべんに居
潜,さんずいに替
跚,足（あしへん）に冊
汾,さんずいに分
髥,髟（かみがしら・かみかんむり）に冄
萋,くさかんむりに妻
嚙,口（くちへん）に齒
衿,ころもへんに今
縧,糸（いとへん）に絛
尒,小（しょう・ちいさい）に𠆢
濚,氵（さんずい）に榮
甁,瓦（かわら）に幷
閎,門（もんがまえ・かどがまえ）に厷
荅,くさかんむりに合
㬚,日（ひへん・にちへん）に育に攵
鎌,かねへんに兼
峰,やまへんに夆
塘,土（つちへん・どへん）に唐
蟥,虫（むしへん）に黃
襢,衤（ころもへん）に亶
瓫,瓦（かわら）に失
柵,きへんに冊
拔,てへんに犮
誅,ごんべんに朱
動,力（ちから）に重
線,糸（いとへん）に泉
蟋,虫（むしへん）に悉
鳶,鳥（とり）に弋
覔,見（みる）に不
祗,しめすへんに氐
痹,疒（やまいだれ）に畀
痹,疒（やまいだれ）に田に丌
閂,門（もんがまえ・かどがまえ）に一
糝,米（こめへん）に參
譬,言（げん・ことば）に辟
鋭,かねへんに兑
凰,かぜかんむり・かぜがまえに皇
實,うかんむりに貫
榥,木（きへん）に晃
榥,木（きへん）に日に光
羜,ひつじへんに宁
薺,くさかんむりに齊
凛,冫（にすい）に禀
凛,冫（にすい）に㐭に示
涑,氵（さんずい）に束
忠,心（こころ）に中
𦨞,舟（ふねへん）に元
覦,見（みる）に兪
檞,木（きへん）に解
蜆,虫（むしへん）に見
縞,糸（いとへん）に高
擄,扌（てへん）に虜
椨,木（きへん）に府
倻,亻（にんべん）に耶
倻,亻（にんべん）に耳に阝
荔,くさかんむりに劦
㟨,山（やまへん）に耑
㟨,山（やまへん）に山に而
呶,口（くちへん）に奴
呶,口（くちへん）に女に又
愡,りっしんべんに怱
嘷,口（くちへん）に臯
旉,方（ほう）に甫
皦,白（しろ）に敫
嵆,山（やま）に禾に尤
颸,風（かぜ）に思
颸,風（かぜ）に田に心
隆,こざとへんに夂に生
兒,儿（ひとあし・にんにょう）に臼
競,竞に竞
競,「きそう」は中学校で習う読み方、「せる」は高校で習う読み方です。
烤,火（ひへん）に考
秖,禾（のぎへん）に氏
爺,父（ちち）に耶
溘,さんずいに盍
溘,さんずいに去に皿
蚯,虫（むしへん）に丘
乩,乚（おつにょう・つりばり）に占
鸙,鳥（とり）に龠
鷴,鳥（とり）に閑
𥻨,米（こめへん）に索
錺,金（かねへん）に芳
腎,肉（にく）に臤
杇,木（きへん）に亏きごての意を表します。
譔,言（ごんべん）に巽
罃,缶（ほとぎ・ほとぎへん・みずがめ）に𤇾
妬,おんなへんに石
呆,口（くち）に木
獷,犭（けものへん）に廣
鷉,鳥（とり）に虒
事,「ズ」は高校で習う読み方です。
悗,忄（りっしんべん）に
登,はつがしらに豆
蛄,虫（むしへん）に古
話,言（ごんべん）に舌
頴,示（しめす）に頃
頴,匕に示に頁
蓁,くさかんむりに秦
喨,口（くちへん）に亮
沁,さんずいに心
虜,虍（とらがしら・とらかんむり・とら）に毌に力
輙,車（くるまへん）に取
輙,車（くるまへん）に耳に又
蓉,くさかんむりに容
聰,耳（みみへん）に悤
聰,耳（みみへん）に囱に心
珧,王（おうへん）に兆
膃,月（にくづき）に𥁕
膃,月（にくづき）に囚に皿
瞑,目（めへん）に冥
鵫,鳥（とり）に卓
盧,皿（さら）に𧆨
盧,皿（さら）に虍に田
諱,ごんべんに韋
樞,きへんに區
祠,しめすへんに司
圣,土（つち）に又
蘼,艹（くさかんむり）に靡
扮,てへんに分
箏,竹（たけかんむり）に爭
狹,けものへんに夾
畭,田（たへん）に余
臓,にくづきに蔵
嶁,山（やまへん）に婁
頭,頁（おおがい・いちのかい）に豆
頭,「かしら」は中学校で習う読み方、「ト」は高校で習う読み方です。
椀,木（きへん）に宛
顒,頁（おおがい・いちのかい）に禺
祁,示に阝
阻,こざとへんに且
阻,「はばむ」は高校で習う読み方です。
撒,てへんに散
拌,扌（てへん）に
楚,木（き）に木に疋
謡,「うたい」「うたう」は高校で習う読み方です。
気,气（きがまえ）に㐅
気,「気」は書き順を間違えやすい漢字の一つです。→「気」の書き順（筆順）
蕈,くさかんむりに覀に早
掙,扌（てへん）に爭
瑄,王（たまへん・おうへん）に宣
旬,日（ひ・にち）に勹
抱,てへんに包
𣆶,日（ひ・にち）に免
銗,金（かねへん）に后
弦,「つる」は高校で習う読み方です。
弦,弓（ゆみへん）に玄
槹,木（きへん）に皐
凪,かぜかんむり・かぜがまえに止
玹,王（おうへん）に玄
竓,立（たつへん）に毛
恫,りっしんべんに同
墪,土（つち）に敦
墪,土（つち）に享に攵
塵,土（つち）に鹿
𤇾,火（ひ）に火に冖
胆,にくづきに旦
揄,てへんに兪
灌,さんずいに雚
墺,土（つちへん・どへん）に奧
姃,女（おんなへん）に正
璩,王（たまへん・おうへん）に豦
鵇,鳥（とり・とりへん）に年
熕,火（ひへん）に貢
礪,石（いしへん）に厲
藕,くさかんむりに耦
藕,くさかんむりに耒に禺
鎔,金（かねへん）に容
炅,火（ひ）に日
轎,車（くるまへん）に喬
轎,車（くるまへん）に呑に冋
恨,りっしんべんに艮
肯,止に月
遝,しんにょう・しんにゅうに[[]]
骼,骨（ほねへん）に各
鼺,鼠（ねずみへん）に畾
疇,田（たへん）に壽
眦,目（めへん）に此
蘿,くさかんむりに羅
蘿,くさかんむりに罒に維
慁,心（こころ）に圂
涁,さんずいに杉
涁,さんずいに木に彡
繍,糸（いとへん）に粛
益,「ヤク」は高校で習う読み方です。
鳰,鳥（とり）に入
嘛,口（くちへん）に
朏,月（つきへん）に出
星,日に生
星,「ショウ」は中学校で習う読み方です。
挌,てへんに各
妋,女（おんなへん）に夫
葢,くさかんむりに盇
葢,くさかんむりに太に皿
潢,氵（さんずい）に黃
偈,にんべんに曷
妮,女（おんなへん）に尼
妮,女（おんなへん）に尸に匕
魹,魚（うおへん）に毛
偂,亻（にんべん）に
飲,しょくへんに欠
浚,さんずいに夋
翼,羽（はね）に異
諭,言（ごんべん）に俞
瀹,氵（さんずい）に龠
欧,欠（かける・あくび・けんづくり）に区
鸂,鳥（とり）に溪
襯,ころもへんに親
咨,口（くち）に
拱,てへんに共
燥,火（ひへん）に喿
鰩,魚（うおへん）に䍃
杯,きへんに不
厥,厂（がんだれ）に欮
厥,厂（がんだれ）に屰に欠
翻,羽（はね）に番
翻,「ひるがえる」「ひるがえす」は高校で習う読み方です。
㰦,欠（かける・あくび・けんづくり）に去
飄,風（かぜ）に票
旭,日（ひ・にち）に九
漣,氵（さんずい）に
沂,さんずいに斤
駰,馬（うまへん）に因
鰭,魚（うおへん・さかなへん）に耆
鰭,魚（うおへん・さかなへん）に老に日
転,くるまへんに云
耆,老（おい）に日
椵,木（きへん）に叚
箸,たけかんむりに者
杆,木（きへん）に干
荕,艹（くさかんむり）に肋
荕,艹（くさかんむり）に月に力
蠶,朁に䖵
砬,石（いしへん）に立
柧,木（きへん）に瓜
橘,木（きへん）に矞
橘,木（きへん）に矛に冏
瓦,「ガ」は高校で習う読み方です。
九,「九」は書き順を間違えやすい漢字の一つです。→「九」の書き順（筆順）
穴,宀に八
穴,「ケツ」は中学校で習う読み方です。
旋,ほうへん・かたへんに𠂉に疋
藺,くさかんむりに閵
眚,目（め）に生
暱,日（ひへん・にちへん）に匿
鞮,革（かわへん）に是
廢,まだれに發
著,くさかんむりに者
輩,車（くるま）に非
鶊,鳥（とり・とりへん）に庚
