漢字,音訓,読み方,表内読み
早,訓,はや,い,表内読み
早,訓,はや,まる,表内読み
早,訓,はや,める,表内読み
早,訓,さ,,表外読み
早,音,ソウ,,表内読み
早,音,サッ,,表内読み
葒,音,コウ,,表内読み
嫵,音,ブ,,表内読み
収,訓,おさ,める,表内読み
収,訓,おさ,まる,表内読み
収,音,シュウ,,表内読み
狭,訓,せま,い,表内読み
狭,訓,せば,める,表内読み
狭,訓,せば,まる,表内読み
狭,訓,さ,,表外読み
狭,音,キョウ,,表内読み
狭,音,コウ,,表外読み
噺,訓,はなし,,表内読み
槇,訓,まき,,表内読み
槇,音,シン,,表内読み
槇,音,テン,,表内読み
悱,音,ヒ,,表内読み
憗,訓,なまじい,に,表内読み
憗,訓,し,いて,表内読み
憗,訓,なまじ,,表内読み
憗,音,ギン,,表内読み
𥻘,音,リン,,表内読み
彘,訓,いのこ,,表内読み
彘,音,テイ,,表内読み
壟,訓,うね,,表内読み
壟,訓,つか,,表内読み
壟,音,ロウ,,表内読み
壟,音,リョウ,,表内読み
䔍,訓,あつ,い,表内読み
䔍,音,トク,,表内読み
瘋,訓,ずつう,,表内読み
瘋,音,フウ,,表内読み
柙,訓,おり,,表内読み
柙,音,コウ,,表内読み
昈,音,コ,,表内読み
崇,訓,たか,い,表外読み
崇,訓,たっと,ぶ,表外読み
崇,訓,あが,める,表外読み
崇,訓,お,わる,表外読み
崇,訓,お,える,表外読み
崇,音,スウ,,表内読み
崇,音,シュウ,,表外読み
芦,訓,あし,,表内読み
芦,訓,よし,,表内読み
芦,音,ロ,,表内読み
臍,訓,へそ,,表内読み
臍,訓,ほぞ,,表内読み
臍,音,セイ,,表内読み
臍,音,サイ,,表内読み
退,訓,しりぞ,く,表内読み
退,訓,しりぞ,ける,表内読み
退,訓,の,く,表外読み
退,訓,の,ける,表外読み
退,訓,ひ,く,表外読み
退,訓,すさ,る,表外読み
退,訓,しさ,る,表外読み
退,音,タイ,,表内読み
牋,訓,ふだ,,表内読み
牋,訓,かきつけ,,表内読み
牋,訓,てがみ,,表内読み
牋,音,セン,,表内読み
癉,訓,や,む,表内読み
癉,音,タン,,表内読み
癉,音,タ,,表内読み
合,訓,あ,う,表内読み
合,訓,あ,わす,表内読み
合,訓,あ,わせる,表内読み
合,音,ゴウ,,表内読み
合,音,ガッ,,表内読み
合,音,カッ,,表内読み
合,音,コウ,,表外読み
𤭖,音,チョウ,,表内読み
寃,訓,ぬれぎぬ,,表内読み
寃,訓,あだ,,表内読み
寃,音,エン,,表内読み
濂,音,レン,,表内読み
荇,訓,あさざ,,表内読み
荇,音,コウ,,表内読み
荇,音,ギョウ,,表内読み
𨵱,訓,かずき,,表内読み
湛,訓,たた,える,表内読み
湛,訓,あつ,い,表内読み
湛,訓,ふか,い,表内読み
湛,訓,ふけ,る,表内読み
湛,訓,しず,む,表内読み
湛,音,タン,,表内読み
湛,音,チン,,表内読み
慕,訓,した,う,表内読み
慕,訓,しの,ぶ,表外読み
慕,音,ボ,,表内読み
耼,音,タン,,表内読み
䯨,音,コウ,,表内読み
䯨,音,カク,,表内読み
梂,音,キュウ,,表内読み
摎,訓,まつ,わる,表内読み
摎,音,キュウ,,表内読み
摎,音,コウ,,表内読み
杈,訓,えだ,,表内読み
杈,訓,やす,,表内読み
杈,音,サ,,表内読み
杈,音,サイ,,表内読み
楾,訓,はんぞう,,表内読み
誑,訓,たぶらか,す,表内読み
誑,訓,あざむ,く,表内読み
誑,訓,たら,す,表内読み
誑,音,キョウ,,表内読み
俶,訓,よ,い,表内読み
俶,訓,はじ,め,表内読み
俶,訓,はじ,める,表内読み
俶,訓,すぐ,れる,表内読み
俶,音,シュク,,表内読み
俶,音,テキ,,表内読み
蘅,音,コウ,,表内読み
鄧,音,トウ,,表内読み
絅,訓,うすぎぬ,,表内読み
絅,音,ケイ,,表内読み
峡,訓,はざま,,表外読み
峡,訓,かい,,表外読み
峡,音,キョウ,,表内読み
𣏚,音,シ,,表内読み
蚉,訓,か,,表内読み
蚉,音,ブン,,表内読み
蜑,訓,えびす,,表内読み
蜑,訓,あま,,表内読み
蜑,音,タン,,表内読み
奨,訓,すす,める,表外読み
奨,訓,たす,ける,表外読み
奨,音,ショウ,,表内読み
奨,音,ソウ,,表外読み
菩,音,ホ,,表内読み
菩,音,ボ,,表内読み
菩,音,ハイ,,表内読み
菩,音,バイ,,表内読み
菩,音,フウ,,表内読み
菩,音,ブ,,表内読み
阮,音,ゲン,,表内読み
莘,音,シン,,表内読み
踹,音,セン,,表内読み
踹,音,ゼン,,表内読み
踹,音,タン,,表内読み
炷,音,シュ,,表内読み
焞,音,トン,,表内読み
焞,音,ジュン,,表内読み
焞,音,シュン,,表内読み
喟,訓,なげ,く,表内読み
喟,訓,ためいき,,表内読み
喟,音,キ,,表内読み
絪,訓,しとね,,表内読み
絪,音,イン,,表内読み
跈,音,デン,,表内読み
跈,音,セン,,表内読み
鐶,訓,わ,,表内読み
鐶,訓,かなわ,,表内読み
鐶,訓,たまき,,表内読み
鐶,音,カン,,表内読み
霔,音,シュ,,表内読み
璪,音,ソウ,,表内読み
咀,訓,か,む,表内読み
咀,訓,あじ,わう,表内読み
咀,音,ソ,,表内読み
咀,音,ショ,,表内読み
樸,訓,あらき,,表内読み
樸,訓,きじ,,表内読み
樸,訓,すなお,,表内読み
樸,音,ハク,,表内読み
樸,音,ボク,,表内読み
菠,音,ハ,,表内読み
菠,音,ホウ,,表内読み
礦,訓,あらがね,,表内読み
礦,音,コウ,,表内読み
銟,音,サ,,表内読み
嚮,訓,む,かう,表内読み
嚮,訓,む,く,表内読み
嚮,訓,さき,に,表内読み
嚮,訓,ひび,く,表内読み
嚮,音,キョウ,,表内読み
嚮,音,コウ,,表内読み
猬,訓,はりねずみ,,表内読み
猬,音,イ,,表内読み
淵,訓,ふち,,表内読み
淵,訓,ふか,い,表内読み
淵,訓,おくぶか,い,表内読み
淵,音,エン,,表内読み
絶,訓,た,える,表内読み
絶,訓,た,やす,表内読み
絶,訓,た,つ,表内読み
絶,訓,はなは,だ,表外読み
絶,訓,わた,る,表外読み
絶,訓,た,えて,表外読み
絶,音,ゼツ,,表内読み
絶,音,ゼチ,,表外読み
絶,音,セツ,,表外読み
閃,訓,ひらめ,く,表内読み
閃,音,セン,,表内読み
箔,訓,すだれ,,表内読み
箔,訓,のべがね,,表内読み
箔,音,ハク,,表内読み
花,訓,はな,,表内読み
花,音,カ,,表内読み
花,音,ケ,,表外読み
頼,訓,たよ,る,表内読み
頼,訓,たの,む,表内読み
頼,訓,たの,もしい,表内読み
頼,訓,たよ,り,表外読み
頼,音,ライ,,表内読み
竌,音,ショ,,表内読み
莊,訓,おごそ,か,表内読み
莊,訓,しもやしき,,表内読み
莊,音,ソウ,,表内読み
莊,音,ショウ,,表内読み
菎,音,コン,,表内読み
賑,訓,にぎ,わう,表内読み
賑,訓,にぎ,わす,表内読み
賑,訓,にぎ,わい,表内読み
賑,訓,にぎ,やか,表内読み
賑,音,シン,,表内読み
耋,訓,お,いる,表内読み
耋,訓,としより,,表内読み
耋,音,テツ,,表内読み
番,訓,つが,い,表外読み
番,訓,つが,う,表外読み
番,訓,つが,える,表外読み
番,音,バン,,表内読み
番,音,ハ,,表外読み
番,音,ハン,,表外読み
邪,訓,よこしま,,表外読み
邪,訓,や,,表外読み
邪,訓,か,,表外読み
邪,音,ジャ,,表内読み
邪,音,シャ,,表外読み
邪,音,ヤ,,表外読み
獬,音,カイ,,表内読み
煎,訓,い,る,表内読み
煎,訓,に,る,表外読み
煎,音,セン,,表内読み
烙,訓,や,く,表内読み
烙,音,ラク,,表内読み
烙,音,ロク,,表内読み
檔,音,トウ,,表内読み
轆,音,ロク,,表内読み
慌,訓,あわ,てる,表内読み
慌,訓,あわ,ただしい,表内読み
慌,音,コウ,,表内読み
德,音,トク,,表内読み
埆,訓,そね,,表内読み
埆,訓,やせち,,表内読み
埆,音,カク,,表内読み
蒴,音,サク,,表内読み
篠,訓,しの,,表内読み
篠,音,ショウ,,表内読み
廱,訓,やわ,らぐ,表内読み
廱,音,ヨウ,,表内読み
賚,訓,たま,う,表内読み
賚,訓,たまもの,,表内読み
賚,音,ライ,,表内読み
妝,訓,よそお,う,表内読み
妝,訓,よそお,い,表内読み
妝,音,ソウ,,表内読み
妝,音,ショウ,,表内読み
吒,訓,しか,る,表内読み
吒,音,タ,,表内読み
吒,音,チャ,,表内読み
亻,訓,－,,表内読み
亻,音,－,,表内読み
雜,訓,ま,じる,表内読み
雜,訓,ま,ぜる,表内読み
雜,音,ザツ,,表内読み
雜,音,ゾウ,,表内読み
㡀,音,ヘイ,,表内読み
葬,訓,ほうむ,る,表内読み
葬,音,ソウ,,表内読み
脱,訓,ぬ,ぐ,表内読み
脱,訓,ぬ,げる,表内読み
脱,訓,ぬ,ける,表外読み
脱,音,ダツ,,表内読み
脱,音,タツ,,表外読み
訡,訓,うた,う,表内読み
訡,訓,うめ,く,表内読み
訡,音,ギン,,表内読み
窪,訓,くぼ,,表内読み
窪,訓,くぼ,む,表内読み
窪,音,ワ,,表内読み
窪,音,ア,,表内読み
吾,訓,われ,,表内読み
吾,訓,わ,が,表内読み
吾,音,ゴ,,表内読み
駿,訓,すぐ,れる,表内読み
駿,音,シュン,,表内読み
駿,音,スン,,表内読み
絲,訓,いと,,表内読み
絲,音,シ,,表内読み
掣,訓,ひ,く,表内読み
掣,音,セイ,,表内読み
掣,音,セツ,,表内読み
彇,音,シュウ,,表内読み
脆,訓,やわ,らかい,表内読み
脆,訓,もろ,い,表内読み
脆,訓,よわ,い,表内読み
脆,訓,かる,い,表内読み
脆,音,ゼイ,,表内読み
脆,音,セイ,,表内読み
饋,訓,おく,る,表内読み
饋,訓,おくりもの,,表内読み
饋,訓,すす,める,表内読み
饋,音,キ,,表内読み
溂,音,ラツ,,表内読み
捼,音,ダ,,表内読み
勸,訓,すす,める,表内読み
勸,音,カン,,表内読み
勸,音,ケン,,表内読み
鵊,音,コウ,,表内読み
鵊,音,キョウ,,表内読み
茝,音,シ,,表内読み
茝,音,サイ,,表内読み
鶤,訓,とうまる,,表内読み
鶤,訓,しゃも,,表内読み
鶤,音,コン,,表内読み
𩹉,音,ヒ,,表内読み
欒,訓,おうち,,表内読み
欒,訓,ひじき,,表内読み
欒,訓,まる,い,表内読み
欒,訓,まど,か,表内読み
欒,音,ラン,,表内読み
恐,訓,おそ,れる,表内読み
恐,訓,おそ,ろしい,表内読み
恐,訓,こわ,い,表外読み
恐,訓,おそ,らくは,表外読み
恐,音,キョウ,,表内読み
壔,音,トウ,,表内読み
綿,訓,わた,,表内読み
綿,訓,つら,なる,表外読み
綿,音,メン,,表内読み
綿,音,ベン,,表外読み
瀰,訓,はびこ,る,表内読み
瀰,訓,ひろ,い,表内読み
瀰,音,ビ,,表内読み
瀰,音,ミ,,表内読み
骶,音,テイ,,表内読み
㿗,音,タイ,,表内読み
醶,音,ゲン,,表内読み
醶,音,カン,,表内読み
暁,訓,あかつき,,表内読み
暁,訓,さと,る,表外読み
暁,訓,さと,す,表外読み
暁,音,ギョウ,,表内読み
邛,音,キョウ,,表内読み
卦,訓,うらかた,,表内読み
卦,訓,うなら,う,表内読み
卦,訓,うらな,い,表内読み
卦,音,カ,,表内読み
卦,音,ケ,,表内読み
壗,訓,まま,,表内読み
馦,音,ケン,,表内読み
籩,訓,たかつき,,表内読み
籩,音,ヘン,,表内読み
蔗,訓,さとうきび,,表内読み
蔗,訓,うま,い,表内読み
蔗,音,シャ,,表内読み
蔗,音,ショ,,表内読み
工,訓,たくみ,,表外読み
工,訓,たく,む,表外読み
工,訓,わざ,,表外読み
工,音,コウ,,表内読み
工,音,ク,,表内読み
棉,訓,わた,,表内読み
棉,音,メン,,表内読み
焔,訓,ほのお,,表内読み
焔,訓,も,える,表内読み
焔,音,エン,,表内読み
𤴔,訓,－,,表内読み
𤴔,音,－,,表内読み
狛,訓,こま,,表内読み
狛,訓,こまいぬ,,表内読み
狛,音,ハク,,表内読み
逢,訓,あ,う,表内読み
逢,訓,むか,える,表内読み
逢,訓,おお,きい,表内読み
逢,音,ホウ,,表内読み
逢,音,ブ,,表内読み
奏,訓,かな,でる,表内読み
奏,訓,すす,める,表外読み
奏,音,ソウ,,表内読み
𨉷,訓,しかた,,表内読み
𨉷,音,ヨウ,,表内読み
簣,訓,あじか,,表内読み
簣,訓,もっこ,,表内読み
簣,音,キ,,表内読み
棋,音,キ,,表内読み
棋,音,ゴ,,表外読み
渼,音,ビ,,表内読み
渼,音,ミ,,表内読み
菔,音,フク,,表内読み
菔,音,ホク,,表内読み
瘳,訓,い,える,表内読み
瘳,音,チュウ,,表内読み
鉉,訓,つる,,表内読み
鉉,音,ケン,,表内読み
鉉,音,ゲン,,表内読み
堤,訓,つつみ,,表内読み
堤,音,テイ,,表内読み
㴞,訓,はびこ,る,表内読み
㴞,訓,うご,く,表内読み
㴞,訓,あつ,まる,表内読み
㴞,音,トウ,,表内読み
滇,音,テン,,表内読み
筎,音,ジョ,,表内読み
飱,音,ソン,,表内読み
霤,訓,あまだれ,,表内読み
霤,訓,したた,り,表内読み
霤,訓,のき,,表内読み
霤,音,リュウ,,表内読み
吸,訓,す,う,表内読み
吸,音,キュウ,,表内読み
邸,訓,やしき,,表外読み
邸,音,テイ,,表内読み
倚,訓,よ,る,表内読み
倚,訓,たの,む,表内読み
倚,音,イ,,表内読み
倚,音,キ,,表内読み
蕋,訓,しべ,,表内読み
蕋,音,ズイ,,表内読み
征,訓,う,つ,表外読み
征,訓,ゆ,く,表外読み
征,訓,と,る,表外読み
征,音,セイ,,表内読み
謌,訓,うた,,表内読み
謌,訓,うた,う,表内読み
謌,音,カ,,表内読み
討,訓,う,つ,表内読み
討,訓,たず,ねる,表外読み
討,音,トウ,,表内読み
䯒,音,コウ,,表内読み
瘵,音,サイ,,表内読み
痓,音,シ,,表内読み
胸,訓,むね,,表内読み
胸,訓,むな,,表内読み
胸,訓,こころ,,表外読み
胸,音,キョウ,,表内読み
駻,訓,あらうま,,表内読み
駻,音,カン,,表内読み
珸,音,ゴ,,表内読み
煉,訓,ね,る,表内読み
煉,音,レン,,表内読み
霾,訓,つちふ,る,表内読み
霾,訓,つちぐも,り,表内読み
霾,音,バイ,,表内読み
霾,音,マイ,,表内読み
血,訓,ち,,表内読み
血,音,ケツ,,表内読み
血,音,ケチ,,表外読み
擺,訓,ひら,く,表内読み
擺,訓,ふ,るう,表内読み
擺,音,ハイ,,表内読み
碾,訓,うす,,表内読み
碾,訓,ひ,く,表内読み
碾,音,テン,,表内読み
碾,音,デン,,表内読み
藊,音,ヘン,,表内読み
鱰,訓,しいら,,表内読み
邁,訓,ゆ,く,表内読み
邁,訓,す,ぎる,表内読み
邁,訓,つと,める,表内読み
邁,音,マイ,,表内読み
邁,音,バイ,,表内読み
坨,音,タ,,表内読み
牧,訓,まき,,表内読み
牧,訓,か,う,表外読み
牧,訓,やしな,う,表外読み
牧,訓,つかさ,,表外読み
牧,音,ボク,,表内読み
牧,音,モク,,表外読み
㙊,音,チョウ,,表内読み
飮,訓,の,む,表内読み
飮,音,イン,,表内読み
飮,音,オン,,表内読み
髓,音,ズイ,,表内読み
廽,訓,まわ,る,表内読み
廽,訓,まわ,す,表内読み
廽,訓,めぐ,る,表内読み
廽,訓,めぐ,らす,表内読み
廽,音,カイ,,表内読み
廽,音,エ,,表内読み
忒,訓,たが,う,表内読み
忒,音,トク,,表内読み
蜇,音,テツ,,表内読み
蜡,音,ショ,,表内読み
蜡,音,サ,,表内読み
邦,訓,くに,,表外読み
邦,音,ホウ,,表内読み
悠,訓,はる,か,表外読み
悠,訓,とお,い,表外読み
悠,音,ユウ,,表内読み
鞱,訓,ゆみぶくろ,,表内読み
鞱,訓,つつ,む,表内読み
鞱,訓,かく,す,表内読み
鞱,訓,ゆごて,,表内読み
鞱,音,トウ,,表内読み
鼠,訓,ねずみ,,表内読み
鼠,音,ソ,,表内読み
鼠,音,ショ,,表内読み
鼠,音,ス,,表内読み
殛,訓,ころ,す,表内読み
殛,音,キョク,,表内読み
聖,訓,ひじり,,表外読み
聖,音,セイ,,表内読み
聖,音,ショウ,,表外読み
釄,音,ビ,,表内読み
挿,訓,さ,す,表内読み
挿,訓,はさ,む,表外読み
挿,訓,さしはさ,む,表外読み
挿,訓,す,げる,表外読み
挿,音,ソウ,,表内読み
睼,音,テイ,,表内読み
壓,訓,お,す,表内読み
壓,訓,おさ,える,表内読み
壓,訓,へ,す,表内読み
壓,音,アツ,,表内読み
壓,音,オウ,,表内読み
颪,訓,おろし,,表内読み
視,訓,み,る,表内読み
視,音,シ,,表内読み
悁,訓,いか,る,表内読み
悁,訓,あせ,る,表内読み
悁,音,エン,,表内読み
悁,音,ケン,,表内読み
飭,訓,ただ,す,表内読み
飭,訓,つつし,む,表内読み
飭,訓,いまし,める,表内読み
飭,訓,ととの,える,表内読み
飭,音,チョク,,表内読み
蠔,音,コウ,,表内読み
蠔,音,ゴウ,,表内読み
薀,訓,つ,む,表内読み
薀,訓,たくわ,える,表内読み
薀,音,ウン,,表内読み
薀,音,オン,,表内読み
超,訓,こ,える,表内読み
超,訓,こ,す,表内読み
超,音,チョウ,,表内読み
婉,訓,うつく,しい,表内読み
婉,訓,しと,やか,表内読み
婉,訓,したが,う,表内読み
婉,音,エン,,表内読み
粤,訓,ここ,に,表内読み
粤,訓,ああ,,表内読み
粤,音,エツ,,表内読み
粤,音,オチ,,表内読み
錄,訓,しる,す,表内読み
錄,音,ロク,,表内読み
錄,音,リョク,,表内読み
洱,音,ジ,,表内読み
胱,音,コウ,,表内読み
汙,訓,よご,す,表内読み
汙,訓,よご,れる,表内読み
汙,訓,きたな,い,表内読み
汙,訓,けが,す,表内読み
汙,訓,けが,れる,表内読み
汙,訓,けが,らわしい,表内読み
汙,訓,よご,れ,表内読み
汙,訓,けが,れ,表内読み
汙,訓,きたな,い,表内読み
汙,音,オ,,表内読み
閍,音,ホウ,,表内読み
鈑,訓,いたがね,,表内読み
鈑,音,ハン,,表内読み
鈑,音,バン,,表内読み
豫,訓,あらかじ,め,表内読み
豫,訓,かね,て,表内読み
豫,音,ヨ,,表内読み
楯,訓,たて,,表内読み
楯,音,ジュン,,表内読み
榛,訓,はしばみ,,表内読み
榛,訓,はり,,表内読み
榛,音,シン,,表内読み
鍤,訓,すき,,表内読み
鍤,音,ソウ,,表内読み
渇,訓,かわ,く,表内読み
渇,訓,か,れる,表外読み
渇,訓,むさぼ,る,表外読み
渇,音,カツ,,表内読み
俟,訓,ま,つ,表内読み
俟,音,シ,,表内読み
蝨,訓,しらみ,,表内読み
蝨,音,シツ,,表内読み
烜,訓,かわ,く,表内読み
烜,訓,かわ,かす,表内読み
烜,音,ケン,,表内読み
覐,訓,おぼ,える,表内読み
覐,訓,さ,ます,表内読み
覐,訓,さ,める,表内読み
覐,訓,さと,る,表内読み
覐,訓,さと,り,表内読み
覐,音,カク,,表内読み
汐,訓,しお,,表内読み
汐,訓,うしお,,表内読み
汐,音,セキ,,表内読み
紝,音,ジン,,表内読み
紝,音,ニン,,表内読み
属,訓,つ,く,表外読み
属,訓,つづ,る,表外読み
属,訓,やから,,表外読み
属,訓,さかん,,表外読み
属,音,ゾク,,表内読み
属,音,ショク,,表外読み
難,訓,むずか,しい,表内読み
難,訓,かた,い,表内読み
難,訓,にく,い,表外読み
難,音,ナン,,表内読み
難,音,ダン,,表外読み
難,音,ダ,,表外読み
難,音,ナ,,表外読み
褻,訓,はだぎ,,表内読み
褻,訓,ふだんぎ,,表内読み
褻,訓,な,れる,表内読み
褻,訓,けが,れる,表内読み
褻,訓,けが,らわしい,表内読み
褻,訓,あなど,る,表内読み
褻,訓,け,,表内読み
褻,音,セツ,,表内読み
曉,訓,あかつき,,表内読み
曉,訓,さと,る,表内読み
曉,訓,さと,す,表内読み
曉,音,ギョウ,,表内読み
力,訓,ちから,,表内読み
力,訓,つと,める,表外読み
力,訓,りき,む,表外読み
力,音,リョク,,表内読み
力,音,リキ,,表内読み
輭,訓,やわ,らか,表内読み
輭,訓,やわ,らかい,表内読み
輭,音,ナン,,表内読み
輭,音,ゼン,,表内読み
輭,音,ネン,,表内読み
峠,訓,とうげ,,表内読み
鱒,訓,ます,,表内読み
鱒,音,ソン,,表内読み
鱒,音,ゾン,,表内読み
壳,訓,から,,表内読み
壳,音,カク,,表内読み
摽,訓,う,つ,表内読み
摽,音,ヒョウ,,表内読み
枒,音,ヤ,,表内読み
枒,音,ガ,,表内読み
綝,音,チン,,表内読み
綝,音,シン,,表内読み
綝,音,リン,,表内読み
𠽟,訓,つき,,表内読み
𠽟,訓,づき,,表内読み
𠽟,訓,ずき,,表内読み
間,訓,あいだ,,表内読み
間,訓,ま,,表内読み
間,訓,はざま,,表外読み
間,訓,あい,,表外読み
間,訓,しず,か,表外読み
間,訓,うかが,う,表外読み
間,訓,ひそ,かに,表外読み
間,音,カン,,表内読み
間,音,ケン,,表内読み
椶,音,シュ,,表内読み
椶,音,ソウ,,表内読み
畎,音,ケン,,表内読み
諼,訓,いつわ,る,表内読み
諼,訓,わす,れる,表内読み
諼,音,ケン,,表内読み
偐,訓,にせ,,表内読み
偐,訓,にせもの,,表内読み
偐,音,ガン,,表内読み
偐,音,ゲン,,表内読み
𧶠,音,イク,,表内読み
于,訓,ここ,に,表内読み
于,訓,ああ,,表内読み
于,訓,に,,表内読み
于,訓,お,いて,表内読み
于,訓,より,,表内読み
于,訓,ゆ,く,表内読み
于,音,ウ,,表内読み
于,音,ク,,表内読み
飽,訓,あ,きる,表内読み
飽,訓,あ,かす,表内読み
飽,音,ホウ,,表内読み
卑,訓,いや,しい,表内読み
卑,訓,いや,しむ,表内読み
卑,訓,いや,しめる,表内読み
卑,訓,ひく,い,表外読み
卑,音,ヒ,,表内読み
懦,訓,よわ,い,表内読み
懦,音,ダ,,表内読み
懦,音,ジュ,,表内読み
夂,音,チ,,表内読み
𣳾,訓,やす,い,表内読み
𣳾,訓,はなは,だ,表内読み
𣳾,訓,おご,る,表内読み
𣳾,音,タイ,,表内読み
隶,音,タイ,,表内読み
顴,訓,ほおぼね,,表内読み
顴,音,カン,,表内読み
顴,音,ケン,,表内読み
憔,訓,やつ,れる,表内読み
憔,音,ショウ,,表内読み
娩,訓,う,む,表内読み
娩,音,ベン,,表内読み
𨫍,音,ケイ,,表内読み
𨫍,音,セイ,,表内読み
袒,訓,はだぬ,ぐ,表内読み
袒,訓,かたぬ,ぐ,表内読み
袒,音,タン,,表内読み
㩮,音,ケン,,表内読み
㩮,音,コン,,表内読み
蓎,音,トウ,,表内読み
鑛,訓,あらがね,,表内読み
鑛,音,コウ,,表内読み
杪,訓,こずえ,,表内読み
杪,訓,すえ,,表内読み
杪,訓,ちい,さい,表内読み
杪,音,ビョウ,,表内読み
匯,訓,めぐ,る,表内読み
匯,音,カイ,,表内読み
匯,音,ワイ,,表内読み
時,訓,とき,,表内読み
時,音,ジ,,表内読み
趣,訓,おもむき,,表内読み
趣,訓,おもむ,く,表外読み
趣,訓,うなが,す,表外読み
趣,音,シュ,,表内読み
趣,音,ソク,,表外読み
宏,訓,ひろ,い,表内読み
宏,訓,おお,きい,表内読み
宏,音,コウ,,表内読み
賞,訓,ほ,める,表外読み
賞,訓,め,でる,表外読み
賞,音,ショウ,,表内読み
畝,訓,うね,,表内読み
畝,訓,せ,,表外読み
畝,音,ホ,,表外読み
畝,音,ボウ,,表外読み
鉠,音,ヨウ,,表内読み
鉠,音,オウ,,表内読み
癕,訓,はれもの,,表内読み
癕,音,ヨウ,,表内読み
樮,訓,ほくそ,,表内読み
睇,訓,ぬすみみ,る,表内読み
睇,訓,よこめ,,表内読み
睇,訓,ながしめ,,表内読み
睇,音,テイ,,表内読み
睇,音,ダイ,,表内読み
孥,訓,つまこ,,表内読み
孥,音,ド,,表内読み
孥,音,ヌ,,表内読み
餚,訓,さかな,,表内読み
餚,音,コウ,,表内読み
忤,訓,さか,らう,表内読み
忤,訓,もと,る,表内読み
忤,音,ゴ,,表内読み
榱,訓,たるき,,表内読み
榱,音,スイ,,表内読み
𥿠,訓,かたびら,,表内読み
髴,訓,に,る,表内読み
髴,訓,ほの,か,表内読み
髴,音,フツ,,表内読み
樂,訓,たの,しい,表内読み
樂,訓,たの,しむ,表内読み
樂,訓,かな,でる,表内読み
樂,訓,この,む,表内読み
樂,音,ガク,,表内読み
樂,音,ラク,,表内読み
樂,音,ギョウ,,表内読み
樂,音,ゴウ,,表内読み
檑,音,ライ,,表内読み
涍,音,コウ,,表内読み
涍,音,キョウ,,表内読み
爵,訓,さかずき,,表外読み
爵,音,シャク,,表内読み
偕,訓,とも,に,表内読み
偕,訓,とも,にする,表内読み
偕,音,カイ,,表内読み
衆,訓,おお,い,表外読み
衆,音,シュウ,,表内読み
衆,音,シュ,,表内読み
朿,訓,とげ,,表内読み
朿,音,シ,,表内読み
友,訓,とも,,表内読み
友,音,ユウ,,表内読み
磲,音,キョ,,表内読み
磲,音,コ,,表内読み
倓,訓,やす,い,表内読み
倓,音,タン,,表内読み
獏,音,バク,,表内読み
羝,音,テイ,,表内読み
硤,音,コウ,,表内読み
笊,訓,ざる,,表内読み
笊,訓,す,,表内読み
笊,音,ソウ,,表内読み
埔,音,ホ,,表内読み
誂,訓,いど,む,表内読み
誂,訓,あつら,える,表内読み
誂,訓,あつら,え,表内読み
誂,音,チョウ,,表内読み
㽷,音,スイ,,表内読み
噤,訓,つぐ,む,表内読み
噤,訓,と,じる,表内読み
噤,音,キン,,表内読み
婭,訓,あいむこ,,表内読み
婭,音,ア,,表内読み
糘,訓,すくも,,表内読み
前,訓,まえ,,表内読み
前,訓,さき,,表外読み
前,音,ゼン,,表内読み
前,音,セン,,表外読み
罹,訓,うれ,い,表内読み
罹,訓,かか,る,表内読み
罹,音,リ,,表内読み
厷,音,コウ,,表内読み
輯,訓,あつ,める,表内読み
輯,訓,あつ,まる,表内読み
輯,訓,やわ,らぐ,表内読み
輯,音,シュウ,,表内読み
焙,訓,あぶ,る,表内読み
焙,音,ホウ,,表内読み
焙,音,ハイ,,表内読み
焙,音,ホイ,,表内読み
戩,訓,つ,くす,表内読み
戩,訓,ほろ,ぼす,表内読み
戩,音,セン,,表内読み
𨩱,音,サン,,表内読み
𨩱,音,セン,,表内読み
塾,音,ジュク,,表内読み
広,訓,ひろ,い,表内読み
広,訓,ひろ,まる,表内読み
広,訓,ひろ,める,表内読み
広,訓,ひろ,がる,表内読み
広,訓,ひろ,げる,表内読み
広,音,コウ,,表内読み
忙,訓,いそが,しい,表内読み
忙,訓,せわ,しい,表外読み
忙,音,ボウ,,表内読み
忙,音,モウ,,表外読み
恇,訓,おそ,れる,表内読み
恇,音,キョウ,,表内読み
騶,訓,うまかい,,表内読み
騶,音,スウ,,表内読み
騶,音,シュウ,,表内読み
騶,音,シュ,,表内読み
越,訓,こ,える,表内読み
越,訓,こ,す,表内読み
越,訓,こし,,表外読み
越,音,エツ,,表内読み
越,音,オチ,,表外読み
越,音,オツ,,表外読み
掃,訓,は,く,表内読み
掃,訓,はら,う,表外読み
掃,音,ソウ,,表内読み
僐,音,セン,,表内読み
僐,音,ゼン,,表内読み
釈,訓,す,てる,表外読み
釈,訓,と,く,表外読み
釈,訓,ゆる,す,表外読み
釈,音,シャク,,表内読み
釈,音,セキ,,表外読み
痩,訓,や,せる,表内読み
痩,訓,ほそ,い,表外読み
痩,訓,こ,ける,表外読み
痩,音,ソウ,,表内読み
痩,音,シュウ,,表外読み
氂,音,リ,,表内読み
氂,音,ボウ,,表内読み
氂,音,モウ,,表内読み
洦,音,ハク,,表内読み
扈,訓,したが,う,表内読み
扈,訓,つきそ,う,表内読み
扈,訓,ひろ,い,表内読み
