漢字,解説・構成
漶,氵（さんずい）に串に心
漼,氵（さんずい）に崔
漼,氵（さんずい）に山に隹
𣽾,氵（さんずい）に竟
𣽾,氵（さんずい）に音に儿
潒,氵（さんずい）に象
潗,氵（さんずい）に集
潗,氵（さんずい）に隹に木
潚,氵（さんずい）に肅
潠,氵（さんずい）に巽
潨,氵（さんずい）に衆
潨,氵（さんずい）に血に乑
潽,氵（さんずい）に普
潽,氵（さんずい）に並に日
澐,氵（さんずい）に雲
澐,氵（さんずい）に雨に云
澖,氵（さんずい）に閑
澾,氵（さんずい）に
澟,さんずいに稟
澥,氵（さんずい）に解
澯,氵（さんずい）に粲
㵤,氵（さんずい）に翜
㵤,氵（さんずい）に羽に夾
澵,氵（さんずい）に新
濈,氵（さんずい）に戢
濈,氵（さんずい）に咠に戈
濉,氵（さんずい）に睢
濉,氵（さんずい）に目に隹
濚,氵（さんずい）に榮
濩,氵（さんずい）に蒦
𤂖,氵（さんずい）に影
𤂖,氵（さんずい）に景に彡
濼,氵（さんずい）に樂
瀀,氵（さんずい）に憂
瀇,氵（さんずい）に廣
瀊,氵（さんずい）に盤
瀊,氵（さんずい）に般に皿
瀣,氵（さんずい）に韰
瀣,氵（さんずい）に𣦼に韭
𤄃,さんずいに闊
瀹,氵（さんずい）に龠
瀺,氵（さんずい）に毚
瀺,氵（さんずい）に㲋に兔
瀼,氵（さんずい）に襄
灃,氵（さんずい）に豐
灇,氵（さんずい）に叢
㶚,氵（さんずい）に覇
灔,氵（さんずい）に艶
灔,氵（さんずい）に豊に色
灥,泉に泉に泉
灩,氵（さんずい）に豔
灩,氵（さんずい）に豐に盍
灮,火（ひ）に儿
灶,火（ひへん）に土
灾,火（ひ）に宀
炁,灬（れっか・れんが）に旡
炆,火（ひへん）に文
炕,火（ひへん）に亢
炗,火（ひ）に廿
炻,火（ひへん）に石
𤇆,火（ひへん）に囙
炟,火（ひへん）に旦
炟,火（ひへん）に日に一
炱,火（ひ）に台
炱,火（ひ）に厶に口
𤇾,火（ひ）に火に冖
烬,火（ひへん）に尽
烊,火（ひへん）に羊
烑,火（ひへん）に兆
烓,火（ひへん）に圭
烓,火（ひへん）に土に土
烜,火（ひへん）に亘
焃,火（ひへん）に赤
焄,灬（れっか・れんが）に君
焆,火（ひへん）に肙
焇,火（ひへん）に
焈,火（ひ）に戶に巳
焌,火（ひへん）に夋
㷀,火（ひ）に火に卂
焯,火（ひへん）に卓
焱,火（ひ）に火に火
焱,火（ひ）に炏
煐,火（ひへん）に英
煊,火（ひへん）に宣
煓,火（ひへん）に耑
煓,火（ひへん）に山に而
熖,火（ひへん）に舀
熖,火（ひへん）に爫に臼
熀,火（ひへん）に晃
熀,火（ひへん）に日に光
熛,火（ひへん）に票
熛,火（ひへん）に覀に示
熠,火（ひへん）に
熠,火（ひへん）にに羽に白
熢,火（ひへん）に逢
熮,火（ひへん）に翏
熯,火（ひへん）に𦰩
熳,火（ひへん）に曼
𤎼,火（ひ）に就
燋,火（ひへん）に焦
燓,火（ひ）に棥
燙,火（ひ）に湯
燜,火（ひへん）に悶
爇,灬（れっか・れんが）に蓺
㸅,火（ひへん）に
爴,爪（つめ・のつ）に國
爸,父（ちち）に巴
爹,父（ちち）に多
爹,父（ちち）に夕に夕
牂,爿（しょうへん）に羊
牓,片（かたへん）に旁
牗,片（かたへん）に庸
牣,牛（うしへん）に
𤘩,牛（うし）に双
牮,牛（うし）に代
牯,牛（うしへん）に古
牸,牛（うしへん）に字
牿,牛（うしへん）に
犎,牛（うし）に封
犎,牛（うし）に圭に寸
𤚥,牟に含
𤚥,牛（うし）に厶に含
犰,犭（けものへん）に九
犱,犭（けものへん）に丸
狁,犭（けものへん）に允
狁,犭（けものへん）に厶に儿
㹠,犭（けものへん）に屯
狌,犭（けものへん）に生
㹦,犭（けものへん）に召
㹦,犭（けものへん）に刀に口
㹨,犭（けものへん）に由
狳,犭（けものへん）に余
狺,犭（けものへん）に言
猇,犭（けものへん）に虎
猒,犬（いぬ）に日に月
猘,犭（けものへん）に制
猙,犭（けものへん）に爭
㺃,けものへんに苟
猹,犭（けものへん）に查
猬,けものへんに胃
猱,犭（けものへん）に柔
猱,犭（けものへん）に矛に木
猳,犭（けものへん）に叚
猽,犭（けものへん）に冥
獒,犬（いぬ）に敖
㺔,犭（けものへん）に爲
獫,犭（けものへん）に僉
獬,犭（けものへん）に解
𤢖,犭（けものへん）に喿
𤢖,犭（けものへん）に品に木
獮,犭（けものへん）に爾
獯,犭（けものへん）に熏
獱,犭（けものへん）に賓
獷,犭（けものへん）に廣
玁,犭（けものへん）に嚴
玅,玄（げん）に少
玊,王に丶
玔,王（おうへん）に川
玘,王（おうへん）に己
玜,王（おうへん）に公
玞,王（おうへん）に夫
玥,王（おうへん）に月
玨,おうへん・たまへんに王
玵,王（おうへん）に甘
玷,王（おうへん）に占
玹,王（おうへん）に玄
玼,王（おうへん）に此
玿,王（おうへん）に召
玿,王（おうへん）に刀に口
珅,王（おうへん）に申
珋,王（おうへん）に卯
珡,王（おう）に王に人
珡,玨に人
珧,王（おうへん）に兆
珹,王（おうへん）に
琓,王（おうへん）に完
琤,王（おうへん）に爭
琱,王（おうへん）に周
琹,王（おう）に王に木
琹,玨に木
瑓,王（おうへん）に柬
瑀,王（おうへん）に禹
瑃,王（おうへん）に春
瑍,王（おうへん）に奐
瑒,王（おうへん）に昜
瑝,王（おうへん）に皇
瑝,王（おうへん）に白に王
瑱,王（おうへん）に眞
璁,王（おうへん）に悤
璁,王（おうへん）に囱に心
璅,王（おうへん）に巢
璈,王（おうへん）に敖
𤩍,琴に夫
璒,王（おうへん）に登
璗,玉（たま）に湯
璙,王（おうへん）に尞
璠,王（おうへん）に番
璡,王（おうへん）に
璥,王（おうへん）に敬
璥,王（おうへん）に苟に攵
璪,王（おうへん）に喿
璪,王（おうへん）に品に木
璫,王（おうへん）に當
璹,王（おうへん）に壽
璻,王（おうへん）に
瓖,王（おうへん）に襄
瓘,王（おうへん）に雚
瓞,瓜（うり）に失
瓞,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
瓯,瓦（かわら）に区
瓫,瓦（かわら）に失
𤭖,瓦（かわら）に镸
瓺,瓦（かわら）に镸
𤭯,瓦（かわら）に泉
甠,生（うまれる・いきる）に日
甠,※当サイトの部首では、「生部」に分類していますが、「日（ひへん・にちへん）」に分類される場合もあります。
甤,生（うまれる・いきる）に豕
㽗,田（たへん）に人
𤰖,田（たへん）に又
𤰖,𤰖の字には畝の異体字の説や畋の異体字などの説があります。
甽,田（たへん）に川
甾,田（た）に巛
畀,田（た）に丌
畈,田（たへん）に反
畎,田（たへん）に犬
畬,田（た）に余
畲,田（た）に佘
畽,田（たへん）に重
疁,田（たへん）に翏
㽵,やまいだれに土
疢,疒（やまいだれ）に火
㽷,疒（やまいだれ）に水
疰,疒（やまいだれ）に主
疷,疒（やまいだれ）に氐
疿,疒（やまいだれ）に弗
痀,疒（やまいだれ）に句
痆,疒（やまいだれ）に尼
痆,疒（やまいだれ）に尸に匕
痏,疒（やまいだれ）に有
痓,疒（やまいだれ）に至
痝,疒（やまいだれ）に尨
痟,疒（やまいだれ）に
痠,疒（やまいだれ）に夋
痧,疒（やまいだれ）に沙
痬,疒（やまいだれ）に易
痬,疒（やまいだれ）に日に勿
痮,疒（やまいだれ）に長
痱,疒（やまいだれ）に非
痹,疒（やまいだれ）に畀
痹,疒（やまいだれ）に田に丌
瘃,疒（やまいだれ）に豖
瘘,疒（やまいだれ）に娄
瘘,疒（やまいだれ）に米に女
瘇,疒（やまいだれ）に重
瘏,疒（やまいだれ）に者
㾮,疒（やまいだれ）に皇
㾮,疒（やまいだれ）に白に王
𤸎,疒（やまいだれ）に曷
瘓,疒（やまいだれ）に奐
瘛,疒（やまいだれ）に㓞に心
瘜,疒（やまいだれ）に息
瘜,疒（やまいだれ）に自に心
𤸷,疒（やまいだれ）に帬
𤸷,疒（やまいだれ）に君に巾
瘥,疒（やまいだれ）に差
瘨,疒（やまいだれ）に眞
瘼,疒（やまいだれ）に莫
瘳,疒（やまいだれ）に翏
𤹪,疒（やまいだれ）に區
㿉,疒（やまいだれ）に貴
癁,疒（やまいだれ）に復
𤺋,やまいだれに軫
𤺋,やまいだれに車に㐱
癉,疒（やまいだれ）に單
癕,疒（やまいだれ）に雍
㿗,疒（やまいだれ）に頽
癮,疒（やまいだれ）に隱
皕,百に百
皜,白（しろ・しろへん）に高
皡,白（しろ・しろへん）に皐
皠,白（しろ・しろへん）に崔
皧,白（しろ・しろへん）に愛
皧,白（しろ・しろへん）に山に隹
皨,皛に土
皯,皮（けがわ・ひのかわ）に干
𥁊,皿（さら）に友
盉,皿（さら）に禾
𥁕,皿（さら）に囚
𥁕,※𥁕の成り立ちには諸説あり、皿にあたたかな食べ物を盛った【象形】の説などもあります。
盨,皿（さら）に須
盨,皿（さら）に彡に頁
𥄢,めへんに木
眗,目（めへん）に句
眚,目（め）に生
眭,目（めへん）に圭
眭,目（めへん）に土に土
眵,目（めへん）に多
眵,目（めへん）に夕に夕
𥆩,目（めへん）に児
䀹,目（めへん）に夾
𥇥,目（めへん）に㑒
𥇍,目（めへん）に卓
睠,目（めへん）に卷
睪,よこめに幸
睲,目（めへん）に星
睲,目（めへん）に日に生
睼,目（めへん）に是
睽,目（めへん）に癸
𥉌,目（めへん）に荅
䁘,目（めへん）に䍃
瞚,目（めへん）に寅
瞟,目（めへん）に票
瞟,目（めへん）に覀に示
瞤,目（めへん）に閏
瞩,目（めへん）に属
矞,矛（ほこ）に冏
矟,矛（ほこ・ほこへん）に
矤,矢（や）に弓
矦,矢（や）に厃
矪,矢（やへん）に舟
矬,矢（やへん）に坐
䂓,矢（やへん）に見
矰,矢（やへん）に曾
矴,石（いしへん）に丁
矻,石（いしへん）に乞
𥐮,石（いしへん）に尺
砅,石（いしへん）に水
砆,石（いしへん）に夫
砉,石（いし）に丯
砍,石（いしへん）に欠
砙,石（いしへん）に瓦
砡,石（いしへん）に玉
砬,石（いしへん）に立
硤,石（いしへん）に夾
硪,石（いしへん）に我
𥓙,石（いし）に林
碊,石（いしへん）に戔
碊,石（いしへん）に戈に戈
碔,石（いしへん）に武
碤,石（いしへん）に英
碝,石（いしへん）に耎
碝,石（いしへん）に而に大
碞,石（いし）に品
碟,石（いしへん）に枼
碟,石（いしへん）に世に木
碻,石（いしへん）に高
磈,石（いしへん）に鬼
磌,石（いしへん）に眞
磎,石（いしへん）に奚
磕,石（いしへん）に盍
磕,石（いしへん）に去に皿
磠,石（いしへん）に鹵
磡,石（いしへん）に勘
磡,石（いしへん）に甚に力
磦,石（いしへん）に票
磦,石（いしへん）に覀に示
磹,石（いしへん）に覀に早
磺,石（いしへん）に黃
磻,石（いしへん）に番
磾,石（いしへん）に單
𥖧,石（いしへん）に匕に鳥
礛,石（いしへん）に監
礰,石（いしへん）に歷
礥,石（いしへん）に賢
祊,しめすへんに方
祘,しめすへんに示
祛,しめすへんに去
䄅,示（しめす）に龹
祧,しめすへんに兆
祲,しめすへんに𠬶
禔,しめすへんに是
禔,しめすへんに日に＜𤴓
禕,しめすへんに韋
禕,※当サイトでは総画数を15画としていますが、ブラウザなど環境によって表示が異なる可能性があり「㐄」を3画とした場合、総画数は14画となります。
禖,しめすへんに某
禖,しめすへんに甘に木
禛,しめすへんに眞
禡,しめすへんに馬
禩,しめすへんに異
禴,しめすへんに龠
秂,禾（のぎ）に人
秇,禾（のぎへん）に丸
秌,禾（のぎ）に火
种,禾（のぎへん）に中
秖,禾（のぎへん）に氏
䅈,禾（のぎ）に龹
𥞩,禾（のぎへん）に并
𥞴,禾（のぎへん）に告
䅏,禾（のぎへん）に尾
稊,禾（のぎへん）に弟
稑,禾（のぎへん）に坴
稕,禾（のぎへん）に享
稛,禾（のぎへん）に囷
稞,禾（のぎへん）に果
䅣,禾（のぎへん）に皇
䅣,禾（のぎへん）に白に王
稭,禾（のぎへん）に皆
稭,禾（のぎへん）に比に白
稸,禾（のぎへん）に畜
穇,禾（のぎへん）に參
穌,禾（のぎへん）に魚
穖,禾（のぎへん）に幾
穙,禾（のぎへん）に菐
穜,禾（のぎへん）に童
穟,禾（のぎへん）に
穠,禾（のぎへん）に農
穠,禾（のぎへん）に立に里
穧,禾（のぎへん）に齊
穪,禾（のぎへん）に爾
穵,穴（あなかんむり）に乙
穸,穴（あなかんむり）に夕
窂,穴（あなかんむり）に牛
窊,穴（あなかんむり）に瓜
窊,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
窐,穴（あなかんむり）に圭
窐,穴（あなかんむり）に土に土
窣,穴（あなかんむり）に卒
窬,穴（あなかんむり）に兪
𥧔,穴（あなかんむり）に氣
䆴,穴（あなかんむり）に亀
窹,穴（あなかんむり）に𤕻
窹,穴（あなかんむり）に爿に吾
窼,穴（あなかんむり）に巢
窾,穴（あなかんむり）に款
竌,立（たつへん）に几
竑,立（たつへん）に厷
竧,立（たつへん）に身
竨,立（たつへん）に卓
竴,立（たつへん）に
𥫤,竹（たけかんむり）に弓
𥫣,竹（たけかんむり）に与
笇,竹（たけかんむり）に卞
𥫱,竹（たけかんむり）に屯
笽,竹（たけかんむり）に皿
笧,竹（たけかんむり）に冊
笪,竹（たけかんむり）に旦
笪,竹（たけかんむり）に日に一
笮,竹（たけかんむり）に乍
笯,竹（たけかんむり）に奴
笯,竹（たけかんむり）に女に又
笱,竹（たけかんむり）に句
䇦,竹（たけかんむり）に央
䇳,たけかんむりに㦮
筿,たけかんむりに条
筁,竹（たけかんむり）に曲
䇮,竹（たけかんむり）に任
筕,竹（たけかんむり）に行
筹,竹（たけかんむり）に寿
筤,竹（たけかんむり）に良
筦,竹（たけかんむり）に完
筩,竹（たけかんむり）に甬
筳,竹（たけかんむり）に廷
𥮲,竹（たけかんむり）に長
䈇,竹（たけかんむり）に卓
箐,竹（たけかんむり）に靑
箑,竹（たけかんむり）に疌
箛,竹（たけかんむり）に孤
箛,竹（たけかんむり）に孑に瓜
箛,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
䈎,竹（たけかんむり）に枼
䈎,竹（たけかんむり）に世に木
箯,竹（たけかんむり）に便
箵,竹（たけかんむり）に省
箵,竹（たけかんむり）に少に目
箼,竹（たけかんむり）に屋
篅,竹（たけかんむり）に耑
篅,竹（たけかんむり）に山に而
篊,竹（たけかんむり）に洪
𥱤,竹（たけかんむり）に修
篔,竹（たけかんむり）に員
篖,竹（たけかんむり）に唐
篚,竹（たけかんむり）に匪
篚,※円形の箱の説もあります。
篪,竹（たけかんむり）に虒
篰,竹（たけかんむり）に部
簃,竹（たけかんむり）に移
簋,竹（たけかんむり）に艮に皿
簎,竹（たけかんむり）に措
簏,竹（たけかんむり）に鹿
簦,竹（たけかんむり）に登
籅,竹（たけかんむり）に與
籊,竹（たけかんむり）に翟
籊,竹（たけかんむり）に羽に隹
籗,竹（たけかんむり）に霍
籗,竹（たけかんむり）に雨に隹
籞,竹（たけかんむり）に禦
籞,竹（たけかんむり）に御に示
籡,竹（たけかんむり）に撿
籩,竹（たけかんむり）に邊
籮,竹（たけかんむり）に羅
籯,竹（たけかんむり）に贏
籰,竹（たけかんむり）に矍
𥸮,米（こめ）に久
𥹖,米（こめへん）に皮
𥹥,こめへんに当
粦,米（こめ）に舛
粦,※当サイトでは総画数を13画としていますが、ブラウザなど環境によって表示が異なる可能性があり「㐄」を3画とした場合、総画数は12画となります。
𥹢,耳（みみ）に米
粶,米（こめへん）に彔
粷,米（こめへん）に匊
粿,米（こめへん）に果
𥻘,粦に巛
𥻘,※当サイトの部首では、「米部」に分類していますが、「巛（まがりかわ）」に分類される場合もあります。
糄,米（こめへん）に扁
𥻂,米（こめへん）に柬
糈,米（こめへん）に胥
糈,米（こめへん）に疋に月
糍,米（こめへん）に兹
𥻨,米（こめへん）に索
糗,米（こめへん）に臭
𥼣,米（こめへん）に無
糦,米（こめへん）に喜
糫,米（こめへん）に睘
𥽜,米（こめへん）に慮
紃,糸（いとへん）に川
紉,糸（いとへん）に
䋆,糸（いとへん）に戸
紒,糸（いとへん）に介
紞,糸（いとへん）に冘
𥿠,糸（いとへん）に布
紽,糸（いとへん）に它
紾,糸（いとへん）に㐱
絀,糸（いとへん）に出
絇,糸（いとへん）に句
𦀌,糸（いとへん）に如
𦀌,糸（いとへん）に女に口
𥿻,糸（いとへん）に旨
𥿻,糸（いとへん）に匕に日
䋖,糸（いとへん）に聿
絙,糸（いとへん）に亘
絚,糸（いとへん）に亙
絪,糸（いとへん）に因
絰,糸（いとへん）に至
䋝,糸（いとへん）に⺍に女
絿,糸（いとへん）に求
𦀗,糸（いとへん）に赤
綆,糸（いとへん）に更
綈,糸（いとへん）に弟
綌,糸（いとへん）に谷
綗,糸（いとへん）に冏
𦁠,糸（いとへん）に明
𦁠,糸（いとへん）に日に月
綝,糸（いとへん）に林
綧,糸（いとへん）に享
綪,糸（いとへん）に靑
綶,糸（いとへん）に果
綷,糸（いとへん）に卒
緀,糸（いとへん）に妻
緗,糸（いとへん）に相
緙,糸（いとへん）に革
緦,糸（いとへん）に思
緦,糸（いとへん）に田に心
緱,糸（いとへん）に侯
緹,糸（いとへん）に是
䌂,糸（いとへん）に屋
𦃭,糸（いとへん）に島
縉,糸（いとへん）に晋
縐,糸（いとへん）に芻
縗,糸（いとへん）に衰
縝,糸（いとへん）に眞
縧,糸（いとへん）に絛
縬,糸（いとへん）に戚
繅,糸（いとへん）に巢
繅,糸（いとへん）に巛に果
繳,糸（いとへん）に敫
繵,糸（いとへん）に亶
繾,糸（いとへん）に
纆,糸（いとへん）に墨
纇,糸（いと）に米に頁
䌫,糸（いとへん）に覧
纑,糸（いとへん）に盧
纘,糸（いとへん）に贊
纚,糸（いとへん）に麗
缻,缶（ほとぎ・ほとぎへん・みずがめ）に瓦
缾,缶（ほとぎ・ほとぎへん・みずがめ）に并
罃,缶（ほとぎ・ほとぎへん・みずがめ）に𤇾
罄,缶（ほとぎ・ほとぎへん・みずがめ）に殸
罄,缶（ほとぎ・ほとぎへん・みずがめ）に声に殳
罏,缶（ほとぎ・ほとぎへん・みずがめ）に盧
𦊆,罒（あみめ・あみがしら・よんがしら）に止
罡,罒（あみめ・あみがしら・よんがしら）に正
罣,罒（あみめ・あみがしら・よんがしら）に圭
罣,罒（あみめ・あみがしら・よんがしら）に土に土
罤,罒（あみめ・あみがしら・よんがしら）に弟
罭,罒（あみめ・あみがしら・よんがしら）に或
罾,罒（あみめ・あみがしら・よんがしら）に曾
𣴎,𦍌に水
羖,ひつじへんに殳
羖,ひつじへんに几に又
羜,ひつじへんに宁
羭,ひつじへんに兪
𦐂,羽（はね）に戈
翃,羽（はね）に厷
翏,羽（はね）に㐱
翣,羽（はね）に妾
翣,羽（はね）に立に女
翥,羽（はね）に者
翯,羽（はね）に高
翲,羽（はね）に票
翲,羽（はね）に覀に示
耊,耂（おいかんむり・おいがしら）に至
耊,耂（おいかんむり・おいがしら）に𠫔に土
耈,老（おい）に句
耎,而（しかして・しこうして）に大
耑,而（しかして・しこうして）に山
耖,耒（すきへん・らいすき）に少
耤,耒（すきへん・らいすき）に昔
耬,耒（すきへん・らいすき）に婁
耰,耒（すきへん・らいすき）に憂
聃,耳（みみへん）に冉
聦,耳（みみへん）に怱
聱,耳（みみ）に敖
聵,耳（みみへん）に貴
聻,耳（みみ）に漸
肙,口に月
肜,月（にくづき）に彡
肤,にくづきに夫
肧,月（にくづきに不
肸,月（にくづき）に䏌
𦙾,月（にくづき）に圣
𦙾,月（にくづき）に又に土
胅,月（にくづき）に失
胕,月（にくづき）に付
胘,月（にくづき）に玄
胦,月（にくづき）に央
𦚰,にくづきに刕
脍,月（にくづき）に会
胵,月（にくづき）に至
胻,月（にくづき）に行
脵,月（にくづき）に吴
脖,月（にくづき）に孛
脞,月（にくづき）に坐
䏰,月（にくづき）に忍
䏰,月（にくづき）に刃に心
脤,月（にくづき）に辰
脧,月（にくづき）に夋
脬,月（にくづき）に孚
𦜝,月（にくづき）に斉
脽,月（にくづき）に隹
䐈,月（にくづき）に直
腩,月（にくづき）に南
䐗,にくづきに者
膁,月（にくづき）に
䐜,月（にくづき）に眞
膄,月（にくづき）に叟
膅,月（にくづき）に唐
䐢,月（にくづき）に芻
膘,月（にくづき）に票
膘,月（にくづき）に覀に示
膲,月（にくづき）に焦
臁,月（にくづき）に
臃,月（にくづき）に雍
臛,月（にくづき）に霍
臛,月（にくづき）に雨に隹
臤,臣（しん）に又
臬,自（みずから）に木
臿,臼（うす）に干
𦧝,舌（した・したへん）に延
舙,舌（した・したへん）に舌に舌
舡,舟（ふねへん）に工
舢,舟（ふねへん）に山
𦨞,舟（ふねへん）に元
舲,舟（ふねへん）に令
舴,舟（ふねへん）に乍
舼,舟（ふねへん）に共
艆,舟（ふねへん）に良
艉,舟（ふねへん）に尾
艅,舟（ふねへん）に余
𦩘,舟（ふねへん）に定
艋,舟（ふねへん）に孟
艋,舟（ふねへん）に子に皿
䑶,舟（ふねへん）に靑
艏,舟（ふねへん）に首
䑺,ふねへんに風
艗,舟（ふねへん）に益
𦪌,舟（ふねへん）に寄
艜,舟（ふねへん）に帶
艣,舟（ふねへん）に虜
𦪷,舟（ふねへん）に墨
艽,艹（くさかんむり）に九
艿,艹（くさかんむり）に乃
芃,艹（くさかんむり）に凡
芊,艹（くさかんむり）に千
芓,艹（くさかんむり）に子
芧,艹（くさかんむり）に予
芨,艹（くさかんむり）に
芲,艹（くさかんむり）に𠆢に匕
芴,艹（くさかんむり）に勿
芺,艹（くさかんむり）に夭
芼,艹（くさかんむり）に毛
苢,くさかんむりに㠯
苨,艹（くさかんむり）に尼
苨,艹（くさかんむり）に尸に匕
苷,艹（くさかんむり）に甘
茇,艹（くさかんむり）に犮
茈,艹（くさかんむり）に此
茌,艹（くさかんむり）に仕
荔,くさかんむりに劦
茛,艹（くさかんむり）に艮
茝,艹（くさかんむり）に𦣝
茼,艹（くさかんむり）に同
荄,艹（くさかんむり）に亥
荗,艹（くさかんむり）に戍
䒾,艹（くさかんむり）に衣
荿,艹（くさかんむり）に
䓔,艹（くさかんむり）に孝
䓔,艹（くさかんむり）に耂に子
䒳,くさかんむりに朶
䒳,くさかんむりに乃に木
莍,艹（くさかんむり）に求
莔,艹（くさかんむり）に囧
莕,艹（くさかんむり）に杏
莛,艹（くさかんむり）に廷
莝,艹（くさかんむり）に坐
菉,艹（くさかんむり）に彔
菔,艹（くさかんむり）に
菝,艹（くさかんむり）に拔
菥,艹（くさかんむり）に析
菹,艹（くさかんむり）に沮
萏,艹（くさかんむり）に臽
萑,艹（くさかんむり）に隹
萕,くさかんむりに斉
𦱳,うけばこ・かんにょう・かんがまえに兹
萗,くさかんむりに宗
萹,艹（くさかんむり）に扁
葊,くさかんむりに弇
葊,くさかんむりに合に廾
葏,艹（くさかんむり）に津
葑,艹（くさかんむり）に封
葒,艹（くさかんむり）に紅
葙,艹（くさかんむり）に相
葚,艹（くさかんむり）に甚
葜,艹（くさかんむり）に
𦳝,艹（くさかんむり）に昜
葥,艹（くさかんむり）に
葶,艹（くさかんむり）に亭
葸,艹（くさかんむり）に思
葸,艹（くさかんむり）に田に心
葼,艹（くさかんむり）に㚇
䔍,くさかんむりに馬
蓜,艹（くさかんむり）に配
蓜,艹（くさかんむり）に酉に己
蒗,艹（くさかんむり）に浪
蒦,くさかんむりに隻
蒾,艹（くさかんむり）に
䔈,艹（くさかんむり）に貢
蓎,艹（くさかんむり）に
蓏,艹（くさかんむり）に㼌
蓏,艹（くさかんむり）に瓜に瓜
蓏,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
蓓,艹（くさかんむり）に倍
𦹥,くさかんむりに阝に長
蓧,艹（くさかんむり）に條
蓪,艹（くさかんむり）に
蓯,艹（くさかんむり）に從
蓰,艹（くさかんむり）に徙
蓱,艹（くさかんむり）に洴
蓺,艹（くさかんむり）に埶
蓽,艹（くさかんむり）に畢
蔌,艹（くさかんむり）に欶
蔌,艹（くさかんむり）に束に欠
蔛,艹（くさかんむり）に斛
蔛,艹（くさかんむり）に角に斗
蔤,艹（くさかんむり）に密
蔥,くさかんむりに悤
蔥,くさかんむりに囱に心
蔫,艹（くさかんむり）に焉
蔴,くさかんむりに广に𣏟
蕏,艹（くさかんむり）に猪
蕯,艹（くさかんむり）に隆
䔥,くさかんむりに粛
䕃,くさかんむりに隂
蔾,艹（くさかんむり）に棃
蕑,艹（くさかんむり）に閒
蕓,艹（くさかんむり）に雲
蕓,艹（くさかんむり）に雨に云
蕞,艹（くさかんむり）に最
蕡,艹（くさかんむり）に賁
蕢,艹（くさかんむり）に貴
蕻,艹（くさかんむり）に镸に共
蕽,艹（くさかんむり）に農
蕽,艹（くさかんむり）に曲に辰
蕿,艹（くさかんむり）に煖
薁,艹（くさかんむり）に奧
薆,艹（くさかんむり）に愛
薓,艹（くさかんむり）に𣹰
薝,艹（くさかんむり）に詹
薟,艹（くさかんむり）に僉
𦿸,艹（くさかんむり）に蜑
𦿸,艹（くさかんむり）に延に虫
𦿶,艹（くさかんむり）に彅
𦿷,艹（くさかんむり）に犭に亀
薷,艹（くさかんむり）に需
薷,艹（くさかんむり）に雨に而
薼,艹（くさかんむり）に塵
藇,艹（くさかんむり）に與
藊,艹（くさかんむり）に
藘,艹（くさかんむり）に慮
藙,艹（くさかんむり）に毅
藟,艹（くさかんむり）に畾
藶,艹（くさかんむり）に歷
蘀,艹（くさかんむり）に擇
蘞,艹（くさかんむり）に斂
蘞,艹（くさかんむり）に僉に攵
蘡,艹（くさかんむり）に嬰
蘤,艹（くさかんむり）に爲
蘧,艹（くさかんむり）に遽
𧄍,艹（くさかんむり）に翹
蘹,艹（くさかんむり）に懷
蘼,艹（くさかんむり）に靡
𧄹,艹（くさかんむり）に識
虀,くさかんむりに韲
蘒,艹（くさかんむり）に龝
蘒,艹（くさかんむり）に禾に龜
虓,九に虎
虖,虍（とらがしら・とらかんむり・とら）に乎
虯,虫（むしへん）に丩
虷,虫（むしへん）に干
虺,虫（むし）に兀
蚇,虫（むしへん）に尺
蚉,虫（むし）に文
蚍,虫（むしへん）に比
蚑,虫（むしへん）に支
蚜,虫（むしへん）に
蚝,虫（むしへん）に毛
蚨,虫（むしへん）に夫
﨡,虫（むしへん）に生
蚱,虫（むしへん）に乍
蚳,虫（むしへん）に氐
蛁,虫（むしへん）に召
蛁,虫（むしへん）に刀に口
蛃,虫（むしへん）に丙
蛑,虫（むしへん）に牟
蛑,虫（むしへん）に厶に牛
蛕,虫（むしへん）に有
蛗,虫（むし）に𠂤
蛣,虫（むしへん）に吉
蛣,虫（むしへん）に士に口
蛦,虫（むしへん）に夷
䖸,虫（むし）に我
蜅,虫（むしへん）に甫
蜇,虫（むし）に折
蜎,虫（むしへん）に肙
蜐,虫（むしへん）に劫
蜐,虫（むしへん）に去に力
蜓,虫（むしへん）に廷
蜙,虫（むしへん）に松
蜟,虫（むしへん）に育
蜡,虫（むしへん）に昔
蜣,虫（むしへん）に羌
蜱,虫（むしへん）に卑
蜺,虫（むしへん）に兒
蜾,虫（むしへん）に果
蝀,虫（むしへん）に東
蝃,虫（むしへん）に叕
蝑,虫（むしへん）に胥
蝑,虫（むしへん）に疋に月
蝘,虫（むしへん）に匽
蝤,虫（むしへん）に酋
蝥,虫（むし）に敄
蝥,虫（むし）に矛に攵
蝲,虫（むしへん）に刺
