漢字,解説・構成
貔,豸（むじな・むじなへん）に𣬉
貔,豸（むじな・むじなへん）に囟に比
豼,豸（むじな・むじなへん）に比
貘,豸（むじな・むじなへん）に莫
戝,貝（かいへん）に戈
貪,貝（かい・こがい）に今
貪,2010年11月30日に常用漢字に追加されました。
貽,貝（かいへん）に台
貽,貝（かいへん）に厶に口
貲,貝（かい・こがい）に此
貶,貝（かいへん）に乏
賈,貝（かい・こがい）に覀
賤,貝（かいへん）に戔
賤,貝（かいへん）に戈に戈
賣,士に買
賚,貝（かい・こがい）に來
賺,貝（かいへん）に
賻,貝（かいへん）に尃
賻,貝（かいへん）に甫に寸
贄,貝（かい・こがい）に執
贅,貝（かい・こがい）に敖
贊,貝（かい・こがい）に兟
贊,貝（かい・こがい）に先に先
贇,貝（かい・こがい）に斌
贇,貝（かい・こがい）に文に武
贍,貝（かいへん）に詹
贐,貝（かいへん）に盡
齎,齊（せい）に貝
贓,貝（かいへん）に臧
賍,貝（かいへん）に庄
贔,貝（かい・こがい）に賏
贔,貝（かい・こがい）に貝に貝
贖,貝（かいへん）に𧶠
赧,赤（あか・あかへん）に𠬝
赭,赤（あか・あかへん）に者
赳,走（そうにょう）に丩
趁,走（そうにょう）に㐱
趙,走（そうにょう）に
跂,足（あしへん）に支
趾,足（あしへん）に止
趺,足（あしへん）に夫
跏,足（あしへん）に加
跏,足（あしへん）に力に口
跚,足（あしへん）に冊
跖,足（あしへん）に石
跌,足（あしへん）に失
跛,足（あしへん）に皮
跋,足（あしへん）に犮
跪,足（あしへん）に危
跫,足（あし）に工に凡
跟,足（あしへん）に艮
跣,足（あしへん）に先
跼,足（あしへん）に局
踈,あしへんに束
踉,足（あしへん）に良
跿,足（あしへん）に走
踝,足（あしへん）に果
踞,足（あしへん）に居
踐,あしへんに戔
踟,足（あしへん）に知
踟,足（あしへん）に矢に口
蹂,足（あしへん）に柔
蹂,足（あしへん）に矛に木
踵,足（あしへん）に重
踰,足（あしへん）に兪
踴,あしへんに甬に力
蹊,足（あしへん）に奚
蹉,足（あしへん）に差
蹌,足（あしへん）に倉
蹐,足（あしへん）に脊
蹈,足（あしへん）に舀
蹈,足（あしへん）に爫に臼
蹙,足（あし）に戚
蹤,足（あしへん）に從
蹠,足（あしへん）に庶
踪,あしへんに宗
踪,2010年11月30日に常用漢字に追加されました。
蹣,足（あしへん）に㒼
蹕,足（あしへん）に畢
蹶,足（あしへん）に厥
蹲,足（あしへん）に
蹼,足（あしへん）に菐
躁,足（あしへん）に喿
躇,足（あしへん）に著
躅,足（あしへん）に蜀
躄,足（あし）に辟
躋,足（あしへん）に齊
躊,足（あしへん）に壽
躓,足（あしへん）に質
躑,足（あしへん）に鄭
躔,足（あしへん）に廛
躙,足（あしへん）に閵
躪,足（あしへん）に藺
躡,足（あしへん）に聶
躡,足（あしへん）に耳に聑
躬,み・みへんに弓
躰,身（み・みへん）に本
軆,身（み・みへん）に豊
躱,身（み・みへん）に朶
躱,身（み・みへん）に乃に木
躾,身（み・みへん）に美
軅,身（み・みへん）に雁
軈,身（み・みへん）に應
軋,車（くるまへん）に乚
軛,車（くるまへん）に厄
軼,車（くるまへん）に失
軻,車（くるまへん）に可
軫,車（くるまへん）に㐱
軾,車（くるまへん）に式
輊,車（くるまへん）に至
輅,車（くるまへん）に各
輕,くるまへんに巠
輒,車（くるまへん）に耴
輒,車（くるまへん）に耳に乚
輙,車（くるまへん）に取
輙,車（くるまへん）に耳に又
輓,車（くるまへん）に
輜,車（くるまへん）に甾
輜,車（くるまへん）に巛に田
輟,車（くるまへん）に叕
輛,車（くるまへん）に兩
輌,車（くるまへん）に両
輦,車（くるま）に㚘
輦,車（くるま）に夫に夫
輳,車（くるまへん）に奏
輻,車（くるまへん）に畐
輹,車（くるまへん）に复
轅,車（くるまへん）に袁
輾,車（くるまへん）に展
轌,車（くるまへん）に
轉,くるまへんに專
轆,車（くるまへん）に鹿
轎,車（くるまへん）に喬
轎,車（くるまへん）に呑に冋
轗,車（くるまへん）に感
轜,車（くるまへん）に需
轢,車（くるまへん）に樂
轣,車（くるまへん）に歷
轤,車（くるまへん）に盧
辜,辛（からい）に古
辟,辛（からい）に𡰪
辟,辛（からい）に尸に口
辣,辛（からい）に束
辣,2010年11月30日に常用漢字に追加されました。
辭,辛（からい）に𤔔
辯,辛に言に辛
辷,しんにょう・しんにゅうに一
迚,しんにょう・しんにゅうに中
迥,しんにょう・しんにゅうに冋
迢,しんにょう・しんにゅうに召
迪,しんにょう・しんにゅうに由
迯,しんにょう・しんにゅうに外
邇,しんにょう・しんにゅうに爾
迴,しんにょう・しんにゅうに回
逅,しんにょう・しんにゅうに后
迹,しんにょう・しんにゅうに亦
迺,しんにょう・しんにゅうに西
逑,しんにょう・しんにゅうに求
逕,しんにょう・しんにゅうに巠
逡,しんにょう・しんにゅうに夋
逍,しんにょう・しんにゅうに
逞,しんにょう・しんにゅうに呈
逖,しんにょう・しんにゅうに狄
逖,しんにょう・しんにゅうに犭に火
逋,しんにょう・しんにゅうに甫
逧,しんにょう・しんにゅうに谷
逶,しんにょう・しんにゅうに委
逶,しんにょう・しんにゅうに禾に女
逵,しんにょう・しんにゅうに坴
逹,しんにょう・しんにゅうに𦍒
迸,しんにょう・しんにゅうに并
遏,しんにょう・しんにゅうに曷
遐,しんにょう・しんにゅうに叚
遑,しんにょう・しんにゅうに皇
遑,しんにょう・しんにゅうに白に王
遒,しんにょう・しんにゅうに酋
逎,しんにょう・しんにゅうに酉
遉,しんにょう・しんにゅうに貞
逾,しんにょう・しんにゅうに兪
遖,しんにょう・しんにゅうに南
遘,しんにょう・しんにゅうに冓
遘,しんにょう・しんにゅうに𠀎に冉
遞,しんにょう・しんにゅうに虒
遨,しんにょう・しんにゅうに敖
遯,しんにょう・しんにゅうに豚
遯,しんにょう・しんにゅうに月に豕
遶,しんにょう・しんにゅうに堯
遲,しんにょう・しんにゅうに犀
邂,しんにょう・しんにゅうに解
遽,しんにょう・しんにゅうに豦
邁,しんにょう・しんにゅうに萬
邀,しんにょう・しんにゅうに敫
邊,しんにょう・しんにゅうに臱
邏,しんにょう・しんにゅうに羅
邨,おおざとに屯
邯,おおざとに甘
邱,おおざとに丘
邵,おおざとに召
邵,おおざとに刀に口
郢,おおざとに
郢,おおざとに口に𡈼
郤,おおざとに谷
扈,戸（とだれ・とかんむり）に邑
郛,おおざとに孚
鄂,おおざとに咢
鄒,おおざとに芻
鄙,おおざとに啚
鄲,おおざとに單
鄰,おおざとに粦
酊,酉（とりへん）に丁
酖,酉（とりへん）に冘
酘,酉（とりへん）に殳
酣,酉（とりへん）に甘
酥,酉（とりへん）に禾
酩,酉（とりへん）に名
酩,酉（とりへん）に夕に口
酳,酉（とりへん）に幺に月
酲,酉（とりへん）に
酲,酉（とりへん）に口に𡈼
醋,酉（とりへん）に昔
醋,酉（とりへん）に龷に日
醉,酉（とりへん）に卒
醂,酉（とりへん）に林
醢,酉（とりへん）に𥁓
醢,酉（とりへん）に右に皿
醫,酉（とり・ひよみのとり・さけのとり）に殹
醫,酉（とり・ひよみのとり・さけのとり）に医に殳
醯,酉（とりへん）に㐬に皿
醪,酉（とりへん）に翏
醪,酉（とりへん）に羽に㐱
醵,酉（とりへん）に豦
醵,酉（とりへん）に虍に豕
醴,酉（とりへん）に豊
醺,酉（とりへん）に薰
釀,酉（とりへん）に襄
釉,釆（のごめへん）に由
釋,のごめへんに睪
釐,里（さと）に𠩺
釖,かねへんに刀
釟,金（かねへん）に八
釛,金（かねへん）に力
釼,かねへんに刄
釵,金（かねへん）に叉
釶,金（かねへん）に也
鈞,金（かねへん）に匀
釿,金（かねへん）に斤
鈔,金（かねへん）に少
鈬,金（かねへん）に尺
鈕,金（かねへん）に丑
鈑,金（かねへん）に反
鉞,金（かねへん）に戉
鉗,金（かねへん）に甘
鉅,金（かねへん）に巨
鉉,金（かねへん）に玄
鉤,金（かねへん）に句
鉈,金（かねへん）に它
銕,かねへんに夷
鈿,金（かねへん）に田
鉋,金（かねへん）に
鉐,金（かねへん）に石
銜,金（かね）に行
銜,金（かね）に彳に亍
銖,金（かねへん）に朱
銓,釒（かねへん）に
銛,金（かねへん）に舌
鉚,金（かねへん）に卯
鋏,金（かねへん）に夹
銹,金（かねへん）に秀
銷,金（かねへん）に
鋩,金（かねへん）に芒
錏,金（かねへん）に亞
鋺,金（かねへん）に宛
鍄,金（かねへん）に京
錮,かねへんに固
錮,2010年11月30日に常用漢字に追加されました。
錙,金（かねへん）に甾
錙,金（かねへん）に巛に田
錢,かねへんに戔
錚,金（かねへん）に爭
錣,金（かねへん）に叕
錺,金（かねへん）に芳
錵,金（かねへん）に花
錻,金（かねへん）に武
鍜,金（かねへん）に叚
鍠,金（かねへん）に皇
鍼,金（かねへん）に咸
鍮,金（かねへん）に兪
鍖,金（かねへん）に甚
鎰,金（かねへん）に益
鎬,金（かねへん）に高
鎭,かねへんに眞
鎔,金（かねへん）に容
鏖,金(かね）に鹿
鏗,金（かねへん）に堅
鏨,金(かね）に斬
鏥,金（かねへん）に宿
鏘,金（かねへん）に將
鏃,金（かねへん）に族
鏝,金（かねへん）に曼
鏐,金（かねへん）に翏
鏐,金（かねへん）に羽に㐱
鏈,釒（かねへん）に
鏤,金（かねへん）に婁
鐚,金（かねへん）に惡
鐔,金（かねへん）に覀に早
鐓,金（かねへん）に敦
鐃,金（かねへん）に堯
鐇,金（かねへん）に番
鐐,金（かねへん）に尞
鐶,金（かねへん）に睘
鐫,金（かねへん）に雋
鐺,金（かねへん）に當
鑄,かねへんに壽
鑛,かねへんに廣
鑠,金（かねへん）に樂
鑢,金（かねへん）に慮
鑞,金（かねへん）に巤
鑪,金（かねへん）に盧
鈩,金（かねへん）に戸
鑰,金（かねへん）に龠
鑵,かねへんに雚
鑷,金（かねへん）に聶
鑽,金（かねへん）に贊
鑚,金（かねへん）に賛
鑼,金（かねへん）に羅
鑾,金(かね）に䜌
钁,金(かねへん）に矍
鑿,金(かね）に𣫞
閂,門（もんがまえ・かどがまえ）に一
閇,もんがまえ・かどがまえに下
閊,門（もんがまえ・かどがまえ）に山
閔,門（もんがまえ・かどがまえ）に文
閖,門（もんがまえ・かどがまえ）に水
閘,門（もんがまえ・かどがまえ）に甲
閙,門（もんがまえ・かどがまえ）に市
閠,門（もんがまえ・かどがまえ）に玉
閨,門（もんがまえ・かどがまえ）に圭
閧,門（もんがまえ・かどがまえ）に共
閭,門（もんがまえ・かどがまえ）に呂
閼,門（もんがまえ・かどがまえ）に於
閻,門（もんがまえ・かどがまえ）に臽
閹,門（もんがまえ・かどがまえ）に奄
閾,門（もんがまえ・かどがまえ）に或
闊,門（もんがまえ・かどがまえ）に活
濶,さんずいに門に舌
闃,門（もんがまえ・かどがまえ）に狊
闃,門（もんがまえ・かどがまえ）に目に犬
闍,門（もんがまえ・かどがまえ）に者
闌,門（もんがまえ・かどがまえ）に柬
闕,門（もんがまえ・かどがまえ）に欮
闕,門（もんがまえ・かどがまえ）に屰に欠
闔,門（もんがまえ・かどがまえ）に盍
闖,門（もんがまえ・かどがまえ）に馬
關,門（もんがまえ・かどがまえ）に𢇇
闡,門（もんがまえ・かどがまえ）に單
闥,門（もんがまえ・かどがまえ）に逹
闢,門（もんがまえ・かどがまえ）に辟
阡,こざとへんに千
阨,こざとへんに厄
阮,こざとへんに元
阯,こざとへんに止
陂,こざとへんに皮
陌,こざとへんに百
陏,こざとへんに有
陷,こざとへんに臽
陜,こざとへんに夾
陞,こざとへんに𡉼
陞,こざとへんに升に土
陝,こざとへんに㚒
陟,こざとへんに步
陦,こざとへんに寿
陲,こざとへんに垂
陬,こざとへんに取
陬,こざとへんに耳に又
隍,こざとへんに皇
隍,こざとへんに白に王
隘,こざとへんに益
隕,こざとへんに員
隗,こざとへんに鬼
險,こざとへんに僉
隱,こざとへんに㥯
隲,こざとへんに少に馬
隰,こざとへんに㬎
隴,こざとへんに龍
隸,たい・れいづくり・れいのつくりに柰
雎,隹（ふるとり）に且
雉,隹（ふるとり）に矢
襍,隹（ふるとり）に衤
霍,雨（あめかんむり）に隹
雕,隹（ふるとり）に周
雹,雨（あめかんむり）に
霄,雨（あめかんむり）に
霆,雨（あめかんむり）に廷
霈,雨（あめかんむり）に沛
霓,雨（あめかんむり）に兒
霎,雨（あめかんむり）に妾
霎,雨（あめかんむり）に立に女
霑,雨（あめかんむり）に沾
霏,雨（あめかんむり）に非
霖,雨（あめかんむり）に林
霙,雨（あめかんむり）に英
霤,雨（あめかんむり）に留
霪,雨（あめかんむり）に淫
霰,雨（あめかんむり）に散
霹,雨（あめかんむり）に辟
霽,雨（あめかんむり）に齊
霾,雨（あめかんむり）に貍
霾,雨（あめかんむり）に豸に里
靄,雨（あめかんむり）に謁
