漢字,意味
驒,連銭葦毛。青黒の毛色に白いまだらのある馬。
骶,尾骨。びていこつ。
髁,◦一 腿の骨。
髁,◦一 膝の骨。
髁,◦一 不揃いなさま。正しくないさま。
髁,◦二 腰の骨。
髃,肩の前部の骨。
髎,こしぼね。腰の骨。
髎,仙骨。
髎,仙骨にあるつぼ。
髖,こしぼね。腰の骨。骨盤を形成する大きな骨。
髖,からだ。
髹,うるしぬる。漆を塗る。
髹,黒みを帯びた赤いうるし。
鬂,耳ぎわの髪。頭の側面の耳の近くの髪の毛。
鬈,うつくしい。うるわしい。髪が美しい。
鬠,髪を結う。髪をまとめる。
鬠,◦国 もとゆい。髻を結ぶひも。
䰗,たたかいとる。
䰗,くじ。おみくじ。
鬭,たたかう。あらそう。
鬭,たたかい。あらそい。
鬭,たたかわす。
魞,水中に細い竹を並べて立て魚を捕らえる仕掛け。
魹,とど。アシカ科の水生動物。オスは体重一トンにもなりアシカ科では最大。
魦,同「鯊」
魦,◦国 いさざ。ハゼ科の淡水魚。
魲,魚の名。はぜに似た淡水魚。
魲,すずき。スズキ科の海魚。
魵,魚の名。
魵,えび。エビ目の甲殻類。
鮄,魚の名。
鮄,魴鮄（ホウボウ）。ホウボウ科の海水魚。
鮊,◦一 さわら。サバ科の海水魚。
鮊,◦二 かわひら。コイ科の淡水魚。
鮏,なまぐさい。生魚の生臭いにおい。
鮏,◦国 さけ。しゃけ。サケ科の海水魚。
鮞,はららご。はらご。魚の卵。
鮧,◦一 鱁鮧（チクイ）。魚のしおから。魚の腸の塩漬け。
鮧,◦二 なまず。ナマズ科の淡水魚。おおなまず。
鯁,魚の骨。
鯁,魚の骨がのどに刺さる。
鯁,かたい。真っすぐ。実直なさま。
鯁,わざわい。
鯎,うぐい。コイ科の淡水魚。
鯥,伝説上の魚の名。蛇のような尾と翼を持つ牛に似た魚。
鯥,◦国 むつ。ムツ科の海水魚。
鯸,ふぐ。フグ科の海水魚。
鯽,ふな。コイ科の淡水魚。
鯽,いか。頭足綱十腕形目の動物。十本の腕をもつ軟体動物。
鰀,そうぎょ。コイ科の淡水魚。中国原産の大型の魚。
鰣,じぎょ。ニシン科の魚。鰣魚。
鰣,◦国 はす。コイ科の淡水魚。
鱁,ようすこうかわいるか。ヨウスコウカワイルカ科の水生動物。
鱁,魚のしおから。魚の腸の塩漬け。
鱏,へらちょうざめ。ヘラチョウザメ科の魚。
鱏,えい。体は平たく胸びれが左右に大きく広がり、鰓孔が腹部（体の下側の面）にある魚。
鱐,干し魚。魚の干物。
鱓,たうなぎ。タウナギ科の淡水魚。
鱓,ようすこうわに。アリゲーター科の爬虫類。ちょうこうわに。
鱓,◦国 うつぼ。ウツボ科の海水魚。
鱓,◦国 ごまめ。田作り。かたくちいわしを乾燥させた食品。
鱣,ちょうざめ。チョウザメ科の魚。
鱣,たうなぎ。タウナギ科の淡水魚。
鱥,けつぎょ。ケツギョ科の淡水魚。桂魚。
鱷,わに。ワニ目の爬虫類。強い顎と鋭い歯を持つ。
鴝,鴝鵒（クヨク）。ハッカチョウ。ムクドリ科の鳥。体は黒く額には冠羽がある。
鴞,ふくろう。フクロウ科の鳥。
鴞,鴟鴞（シキョウ）。みそさざい。ミソサザイ科の鳥。
鵃,鳥の名。
鵃,細長く速い船。
鵇,とき。トキ科の鳥。
鵒,鴝鵒（クヨク）。ハッカチョウ。ムクドリ科の鳥。体は黒く額には冠羽がある。
鵣,鳥の名。
鵰,わし。タカ科の鳥。鳥獣を捕食する大型の猛鳥。
鵼,怪鳥の名。
鵼,◦国 ぬえ。頭は猿、体は狸、手足は虎、尾は蛇という伝説上の生物。得体の知れないもの。
鶊,鶬鶊（ソウコウ）。こうらいうぐいす。コウライウグイス科の鳥。
鶖,はげこう。コウノトリ科の鳥。頭部に毛が少ない大型の鳥。
鷀,鸕鷀（ロシ）。う。ウ科の鳥の総称。
鶬,◦一 まなづる。ツル科の鳥。
鶬,◦一 鶬鶊（ソウコウ）。こうらいうぐいす。コウライウグイス科の鳥。
鶬,◦二 鶬鶬（ショウショウ）。鈴や玉の音の美しいさま。
鶼,鶼鶼（ケンケン）。伝説上の鳥の名。比翼の鳥。一つの目と一つの翼しか持たず対になって飛行する。
鷗,かもめ。カモメ科の鳥。体は白く背（羽）は灰色。
𪆐,鳥。
鷧,う。ウ科の鳥の総称。
鸇,はやぶさ。ハヤブサ科の鳥。
鸇,◦国 さしば。タカ科の鳥。
鸕,鸕鷀（ロシ）。う。ウ科の鳥の総称。
鹼,しおけ。地中に含まれる塩分。
鹼,あく。灰を水に溶かした上澄み。
麞,きばのろ。シカ科の哺乳動物。
麤,あらい。おおまか。粗末な。
麤,おおきい。
麤,ほぼ。おおよそ。あらまし。
麤,くろごめ。粗末な穀物。
麬,ふすま。小麦をひいて粉にしたときにできる皮くず。
麬,◦国 ふ。グルテンを主原料とした食品。
麯,こうじ。米や麦、大豆などを蒸してコウジカビを繁殖させてたもの。
麯,さけ。
麴,こうじ。米や麦、大豆などを蒸してコウジカビを繁殖させてたもの。
麴,さけ。
麵,むぎこ。小麦粉。うどん粉。
麵,小麦粉などを使用した細長い食品のこと。
黃,き。きいろ。
黃,きばむ。きいろくなる。
黃,こども。三歳以下のこども。
黑,くろ。くろい。くろい色。
黑,暗い。
黑,悪い。よくない。正しくない。
黑,くろむ。くろくなる。
鼐,大きな鼎（かなえ）。
鼹,もぐら。モグラ科の哺乳動物。多くは地中に穴を掘り生息する。
齗,はぐき。
齗,齗齗（ギンギン）。言い争うさま。怒り憎むさま。
龐,◦一 たかどの。大きい建物。
龐,◦一 高く大きい。
龐,◦二 龐龐（ロウロウ）。充実したさま。
龔,そなえる。ささげる。
龔,つつしむ。かしこまる。うやうやしい。
龗,竜。想像上の生物。
龗,神。
龢,やわらぐ。やわらげる。なごむ。なごやか。合わせる。仲よくする。しずまる。
龢,二つ以上の数を合わせる。
龢,ほどよい。ちょうどよい。
龢,あえる。混ぜ合わせる。
龢,◦国 日本のこと。
龢,◦国 なぐ。なぎ。
姸,うつくしい。うるわしい。あでやか。
屛,かき。垣根。
屛,ついたて。
屛,おおう。かくす。
屛,しりぞく。しりぞける。
幷,あわせる。一つにする。
幷,ならぶ。ならべる。
幷,ならびに。ともに。また。
瘦,やせる。からだがやせる。土地がやせる。
瘦,ほそい。
繫,つなぐ。つながる。とらえる。つなぎとめる。
繫,かける。さげる。
繫,かかる。さがる。関係する。
繫,きずな。ひも。つな。
𠂉,字体を構成する要素で音義はない。
丂,気が伸び出ようとしてさまたげられる。
丏,おおう。覆われてよく見えない。
丒,うし。十二支の第二番目。北北東の方角。丑の刻は午前二時、および午前二時を中心とした約二時間。月は陰暦十二月。動物は牛。
丩,もつれる。まつわる。
丫,ふたまた。先がふたまたに分かれているもの。
丫,あげまき。子供の髪の結い方の一つ。髪を束ねて角のように作る髪形。
丮,物を手で持つ。
乀,左上から右下にはらう。
乇,草の葉。
么,ちいさい。
么,おさない。いとけない。
𠂢,わかれ。支流。
乑,多くの人が並び立つさま。
㐆,かえす。身をかえす。
㐆,帰依する。
𠂤,小さなおか。地の高く盛り上がったところ。
乚,乙が変わった形。「つりばり」とも呼びます。
乩,うらなう。吉凶を予測する。
亝,◦一 ととのえる。ととのう。そろう。そろえる。
亝,◦一 ひとしい。おなじ。そろっている。
亝,◦一 ひとしく。すべて。
亝,◦一 国の名。戦国時代に存在した戦国七雄の一つ。
亝,◦一 王朝の名。南斉。北斉。
亝,◦二 ものいみ。
亝,◦三 すそ。衣服のすそ。
㐬,◦一 はたあし。ふきながし。
㐬,◦二 子が頭から生まれ出る。
㐮,のぼる。
㐮,あげる。あがる。
㐮,はらう。のぞく。
㐮,たかい。
㐮,たすける。
㐮,なす。成し遂げる。
亹,◦一 美しいさま。
亹,◦一 ひたすらに努めるさま。
亹,◦二 川の両岸が突き出して門のように迫ったところ。
亻,人が偏（へん）に位置するとき、「亻」の形になるときがあります。
𠆢,人が冠に位置するとき、「ひとやね・ひとがしら」と呼びます。
亼,あつまる。あつめる。
仃,伶仃（レイテイ）。ひとり。孤独なさま。
仈,姓に用いられる字。
仐,かさ。さしがさ。
仫,仫佬（ムーラオ）。広西チワン族自治区に住む少数民族の名。
仚,人が山の上にいるさま。
仱,◦一 古代中国、北方の異民族の音楽の名。
仱,◦二 ほこる。
仵,ならぶ。ひとしい。
仵,さからう。そむく。
伀,おそれる。おびえる。
伀,夫の父。
伖,かねぐら。金銀を入れておく蔵。
伖,こ。こども。
伖,妻子。
佤,雲南省南部に住む少数民族の名。
伷,よつぎ。あとつぎ。
伷,血筋。
伾,力が強いさま。
佔,◦一 みる。うかがう。
佔,◦二 しめる。自分のものにする。
佘,姓に用いられる字。
𠈓,うでまえ。わざ。たくみ。
𠈓,ふたつ。
佷,もとる。そむく。たがう。
佸,あう。人が会う。
佺,偓佺（アクセン）。仙人の名。
佽,ならぶ。
佽,たすける。
侂,たくす。たのむ。まかせる。
侅,むせぶ。つまる。
侅,普通でない。
侒,やすらか。
侚,となえる。告げ知らせる。広く行き渡らせる。
侚,したがう。
侚,はやい。
俦,ともがら。なかま。たぐい。
侲,わらべ。子ども。
侲,馬飼い。
侾,大きいさま。
俅,冠に飾りのついたさま。
俅,うやうやしいさま。
俋,俋俋（ユウユウ）。田畑を耕すさま。
俏,にる。にせる。
俏,うつくしい。容姿が美しいさま。
俒,まったし。欠けたところのない。
俒,はずかしめる。
㑪,ともがら。なかま。
㑪,ともに。みな。一緒に。
俲,ならう。まねる。まなぶ。
倀,くるう。気がくるう。
倀,倀鬼（チョウキ）。鬼の名。
倐,犬が速く走るさま。
倐,たちまち。すみやか。にわかに。
倓,やすい。しずか。やすらか。
倓,財物で罪を償う。
倜,すぐれる。ぬきんでる。
倜,何物にもとらわれないさま。
倞,◦一 つよい。
倞,◦二 もとめる。探し求める。
倢,はやい。すばやい。
倢,＜漢＞代の女官の官職の名。
㑨,◦国 また。分かれまた。分かれている所。
偂,まえ。さき。過去。
偂,すすむ。
偂,あらかじめ。まえもって。
偂,◦国 わりあて。
偆,とむ。ゆたか。
偆,たのしむ。よろこぶ。
偆,うごめく。
偎,したしむ。なじむ。
偎,よる。寄り添う。
偓,偓促（アクセク）。物事にこだわって気持ちに余裕のないさま。
偓,偓佺（アクセン）。仙人の名。
偗,まっすぐなさま。
偣,※心持の正しくないさま。
偦,盗賊を捕らえる任を負う下級の役人。
偪,せまる。ちかづく。
偪,脚絆。ひざ下から足首までをおおう布。
偰,殷の始祖の名。
傣,雲南省内に住む少数民族の名。
傈,位牌の材に用いられた木。
傈,傈僳（リス）。雲南省内に住む少数民族の名。
傒,つなぐ。
傒,古代、東北の少数民族の名。
傓,さかん。盛んにする。
傕,人名に用いられる字。
傖,いなか者。
傜,えだち。夫役。公の土木工事などに使役されること。
傪,うつくしい。しなやかなさま。
𠌫,さきばらい。貴人が通るときに前方の通行人をよけさせること。
𠌫,片足で立つ。
傱,速く進むさま。走りゆくさま。
傺,とどまる。立ちどまる。
傻,おろか。道理にくらい。
僄,かるい。軽々しい。
僄,はやい。すばやい。
僇,はずかしめる。
僇,ころす。
僳,傈僳（リス）。雲南省内に住む少数民族の名。
𠎁,「み」の音を表すとされる忍者文字の一つ。
僎,そなえる。そろえる。
𠍱,あつまる。あつめる。つどう。群がる。
𠍱,あつまり。つどい。
𠍱,なる。なす。成し遂げる。
𠍱,詩文などの作品をあつめた書物。
僔,つつしむ。控えめにする。
僔,あつまる。
僙,いさましい。猛々しいさま。
僡,めぐむ。めぐみ。あわれむ。情けをかける。
僡,めぐむ。ほどこす。あたえる。
僡,かしこい。さとい。
僩,たけし。たけだけしい。
僩,おおらか。心がひろい。
㒒,しもべ。召し使い。男の召し使い。
㒒,御者。
㒒,やつがれ。自分をへりくだっていう語
㒒,◦国 ぼく。男性の自称。
儈,仲買人。売買の仲立ちをする人。
𠏹,𠏹沢（ほとけさわ）。地名に用いられる字。青森県上北郡東北町の地名。
儗,なぞらえる。まねる。たとえる。
儛,まう。おどる。
𠑊,おごそか。いかめしい。
𠑊,うやうやしい。
兠,かぶと。頭部を守る武具。
兠,かぶりもの。
兠,つつむ。かこむ。
𠔉,字体を構成する要素。
关,※關」の簡体字として扱われる。
冃,おおう。かぶせる。
冃,ずきん。かぶりもの。
冋,さかいの地。遠く離れた土地。
㒼,つりあう。つり合いがとれる。
冘,◦一 ゆく。すすむ。
冘,◦二 ためらう。ぐずぐずする。
冣,もっとも。この上なく。
冣,一番すぐれたもの。
冭,やすい。やすらか。落ち着いた。
冭,おおきい。ひろい。
冭,ゆるやか。
冭,はなはだ。はなはだしい。
冭,おごる。おごりたかぶる。
冭,山の名。泰山。
冭,易の六十四卦の一つ。
冭,タイ。国の名。
㓇,人名に用いられる字。
冼,寒いさま。
𠗖,地名に用いられる字。
𠘨,字体を構成する要素。かぜかんむり。
凳,こしかけ。背もたれのない腰掛け。
凴,よる。もたれる。よりかかる。
刂,「刀」が旁（つくり）に位置するとき、「刂」の形になるときがあります。
划,こぐ。舟をこぐ。
刖,きる。断ち切る。
刖,あしきる。足を切り落とす刑罰の一つ。
𠝏,つるぎ。両刃の太刀。
𠝏,剣を使う武術。
剕,あしきる。足を切り落とす刑罰の一つ。
剜,えぐる。えぐりとる。
剬,そろえる。切りそろえる。
剷,けずる。平らにする。
劄,さす。針などを刺す。
劄,もうしぶみ。目上の者に差し出す文書。
劄,しるす。かきとめる。
劂,彫刻に用いる小刀。
劂,ほる。けずる。
𠠇,きる。けずる。
劘,けずる。
劘,こする。みがく。
𠠺,人名に用いられる字。
劤,つよい。力強い。
劦,力を合わせる。
劯,つよい。
劺,はげます。
劻,慌ただしいさま。落ち着かないさま。
勊,つとめる。
勊,かつ。うちかつ。
㔟,いきおい。他をおさえる力。活力。
㔟,事のなりゆき。
㔟,ありさま。様子。
㔟,睾丸。男子の生殖器。
㔟,人の集まり。兵力。
勑,◦一 ねぎらう。いたわる。
勑,◦二 いましめる。ただす。
𠢹,つとめる。はたらく。
勷,走るさま。
勷,慌ただしいさま。落ち着かないさま。
匊,すくう。すくいとる。
匋,◦一 すえもの。やきもの。陶器。
匋,◦二 かま。陶器を焼くかま。
匤,はこ。
匵,ひつ。はこ。
匾,うすい。薄く平たい。
卂,速く飛ぶ。
𠥼,姓氏に用いられる字。
𠦝,字体を構成する要素。
卧,ふす。ふせる。寝る。横になる。
卧,ふしど。ねま。
卬,◦一 われ。自分。
卬,◦一 あがる。たかくなる。
卬,◦二 あおぐ。あおむく。
卺,さかずき。婚礼の際に用いるひさごを二つに割ったさかずき。
厤,治める。
厤,へる。すぎる。
厤,こよみ。
厴,巻き貝の口の蓋。
𠫓,突然現れる。
厷,かいな。肩からひじにかけての部分。
厷,◦国 ひじ。腕の関節。上腕と前腕を繋ぐ部分。
叀,糸巻き。
叀,もっぱら。
叀,さげる。引っ掛ける。
𠬝,したがう。おさめる。
㕝,こと。ことがら。しごと。つとめ。
㕝,こととする。つとめる。専念する。
㕝,つかえる。
㕝,つかう。もちいる。
㕞,ぬぐう。はく。きよめる。
叕,つづる。つなぎ合わせる。
叚,かりる。
叚,かす。
叚,仮。かりに
㕣,山あいの泥沼。
叴,ほこ。三つの稜を持つ矛。
叴,傲慢なさま。高圧的なさま。
叵,できない。～しがたい。
呕,うたう。うた。
呕,はく。もどす。
吤,のどに物が詰まる。のどが詰まったときに出る声。
吨,吨吨（トントン）。言葉や話のはっきりしないさま。
㕮,㕮咀（フショ）。かみくだく。薬を口で噛み砕く。
呃,◦一 しゃっくり。
呃,◦一 鶏の鳴き声。
呃,◦二 不平を表す声。
呢,小声で話すさま。
呢,文末に置いて疑問などを表す助字。
呦,鹿の鳴く声。
呬,息を吐く。
呬,いこう。やすむ。
咊,やわらぐ。やわらげる。なごむ。なごやか。合わせる。仲よくする。しずまる。
咊,二つ以上の数を合わせる。
咊,ほどよい。ちょうどよい。
咊,あえる。混ぜ合わせる。
咊,◦国 日本のこと。
咊,◦国 なぐ。なぎ。
咍,わらう。あざ笑う。
咍,よろこぶ。
咕,小声で話す。
咠,ささやく。小声でひそかに話す。
咦,大きなため息をつく。
咦,感嘆や驚きなどを表す語。
咭,◦一 笑うさま。
咭,◦二 ねずみの鳴き声。
咮,鳥のくちばし。
咮,星の名。柳宿。
咷,声をあげて泣く。
咺,◦一 なく。泣きわめく。
咺,◦二 威厳のあるさま。
咿,つくり笑い。
咿,声や音を表す語。
哃,でたらめなことを言う。
𠵅,かまびすしい。やかましい。
哬,呵呵（カカ）。多くの人が話す声。
哯,はく。吐き気もなく突然もどす。乳児が乳を吐く。
哱,息を吐く音。
哳,鳥の鳴き声を表す語。
唀,さそう。そそのかす。
唁,とむらう。弔問する。
唉,ああ。応答の声。
唉,ああ。嘆息の声。
唼,◦一 すする。のむ。
唼,◦一 ついばむ。鳥や魚が餌を食う。
唼,◦二 告げ口する。悪口を言う。
啁,鳥の鳴く声。
啁,あざける。ばかにする。
㖦,おしゃべりなさま。口数が多いさま。
啇,もと。ねもと。
啊,驚き・疑問・承諾などをあらわす語。
㖨,わらう。
㖨,鳥の鳴き声。
啠,あきらか。道理に通じている。
啠,さとい。かしこい。
啠,かしこい人。
啡,唾を吐く音。
啡,咖啡（コーヒー）など音訳に用いられる字。
啤,啤酒（ビール）。音訳に用いられる字。
𠷡,人名に用いられる字。
啽,寝言を言う。
喂,おそれる。
喂,やしなう。えさを与える。
喈,鳥の鳴き声。
喈,鐘や鈴などの音。
喑,発語が不自由なこと。
喑,だまる。口をつぐむ。
㗅,顎下の垂れ下がった肉。
嗒,うっとりしたさま。我を忘れるさま。
𠺕,𠺕喨（リュウリョウ）。音が澄んで響きわたるさま。
𠹭,音訳に用いられる字。
喿,さわぐ。さわがしい。
喿,すき。田畑を耕す農具の一種。
嗉,のどぶくろ。鳥ののどにある袋状の部分。
嗉,星の名。張宿。
嗌,のど。咽喉。
嗌,むせぶ。むせる。のどにつかえる。
嗑,かむ。噛みあう。
嗑,よくしゃべるさま。
嗑,易の六十四卦の一つ。
嗝,鳥の鳴き声。
㗚,話のわかりにくいさま。
嗢,むせぶ。むせる。
嗢,わらう。大笑いする。
𠹤,怒る声。恨む声。
嗩,嗩呐。管楽器の名。チャルメラの類。
嘨,◦一 うそぶく。口をすぼめて声を出す。口笛を吹く。
嘨,◦一 うなる。ほえる。
嘨,◦二 しかる。
𠽟,人名に用いられる字。
嘇,口に物を含む。
嘐,大きなことを言う。大言を吐く。
嘰,少しだけ食べる。
嘰,なげく。かなしむ。
嘷,ほえる。獣が吠える。
嘷,さけぶ。大声を出す。
㗴,言い争う。
嘽,あえぐ。息を切らす。
嘽,ゆったりとしたさま。
嘿,だまる。口をつぐむ。
噀,ふく。口に含んだ液体を噴き出す。
噇,たべる。飽きることなく食う。
噞,あぎとう。魚が水面に口を出して開いたり閉じたりすること。
噠,嚈噠（ヨウタツ）。古代、中央アジアにあった国の名。
噭,さけぶ。ほえる。大声を出す。
㘅,くつわ。馬の口にかませて手綱をつけるための道具。
㘅,ふくむ。口にくわえる。いだく。
㘅,くらい。官位。
嚈,嚈噠（ヨウタツ）。古代、中央アジアにあった国の名。
嚌,なめる。口にふくむ。
嚌,鳥の鳴き声。悲しげな音。
嚕,話のくどいさま。
嚚,おろか。
嚚,いつわる。誠意がない。
嚚,口がきけない。
嚝,なげく。嘆きの声。
嚝,鐘や鼓の音。
嚨,のど。
嚭,おおきい。
嚭,人名に用いられる字。
嚲,たれる。垂れ下がる。
嚲,厚い。
囅,笑うさま。
囍,祝い事などで用いられる「喜」を二つ並べた「めでたい」意を持つ字。
囟,ひよめき。おどりこ。乳児の頭骨のてっぺんの隙間の部分。
囨,唾を吐く音。
囶,くに。国家。
囶,諸侯の領地。
囶,ふるさと。
囶,土地。
囶,◦国 日本。わがくに。
囷,こめぐら。穀物を入れる円形の倉。
𡈁,くに。皇国。
圕,図書館。
圣,◦一 土を耕す。
圣,◦二 同「聖」。
𡉕,くろ。平地で少し盛り上がったところ。
圩,つつみ。堤防。
圩,くぼむ。中央がくぼんださま。
𡉻,粘り気のない土。
𡉻,土がくずれる。
𡉻,◦国 そね。石が多くやせた土地。
坅,あな。地に掘った穴。
坆,◦一 同「梅」。
坆,◦二 同「墳」。
坌,ちり。ほこり。
坌,あつまる。
坍,岸や土手などが崩れる。
𡉴,くろつち。黒い土。
𡉴,いろり。
坨,かたまり。一盛。
坯,陶器などの焼く前のもの。
坳,くぼんでいる土地。
坴,大きな土の塊。
坵,おか。低い山。小高い土地。
坵,はか。土を高く盛った墓。
坵,おおきい。
坻,◦一 す。しま。なかす。
坻,◦二 さか。
坻,◦三 とまる。とどまる。
坻,◦三 さか。
𡋤,まま。傾斜のきつい土地。
𡋗,地名に用いられる字。
𡋗,人名に用いられる字。
垬,せき。水流をせきとめるための土手。
垚,たかい。土が高く盛り上がったさま。
垝,やぶれる。くずれる。
垝,崩れた垣根。
垞,小さな丘。
垨,まもる。ふせぐ。みはる。持ちこたえる。
垨,まもり。そなえ。
垨,地方官。長官。
垨,◦国 かみ。地方官の最上官。国司の最高位。
垨,◦国 もり。おもり。
埗,はとば。船着き場。
埗,つか。土が盛り上がったところ。
𡋽,地名に用いられる字。
埌,はか。つか。
埌,広々としたさま。
𡌶,人名に用いられる字。
𡍄,人名に用いられる字。
埞,つつみ。土手。
埦,飲食物を盛るための器。
埰,知行地。
埰,はか。つか。
㙊,砂が盛り上がったさま。
埸,さかい。くぎり。境界。
埸,あぜ。耕地のさかい。
埻,弓のまと。
埽,はく。はらう。ほうきではく。
堄,ひめがき。城壁の上に設けた低い壁。
堞,ひめがき。城壁の上に設けた低い壁。
堠,物見台。敵を見張るための台。
堠,里程標。里程を示すため土を積み重ねたもの。
堧,廟の垣の間の地。
堧,川沿いの土地。
堲,焼いた土。
堲,燃えさし。燃え残り。
堲,にくむ。きらう。
堹,つつみ。土手。
𡏄,人名に用いられる字。
塉,やせち。痩せた土地。
塌,くずれる。崩れ落ちる。
塧,けわしい。土地が狭い。
墊,しく。下に敷く。
墊,しずむ。沈下する。
墊,ほる。掘り下げる。
墊,土地が低い。
墋,つち。砂土。
墋,食物に砂が混じる。
墍,ぬる。あおむけになって塗る。
墍,取る。
墍,いこう。やすむ。
墏,もと。もとい。基礎。土台。
墐,ぬる。泥を隙間に塗る。
墐,うめる。うずめる。
墔,土が積み重なったさま。
墝,石が多くやせた土地。
墪,平地に盛り上げた土。
墱,きざはし。階段。
墱,川の支流。
𡑭,地名に用いられる字。
𡑭,人名に用いられる字。
壃,さかい。かぎり。土地のさかい。
壃,かぎる。くぎる。
壍,ほり。城などの周囲をめぐる堀。
壍,ほる。土をほる。
壢,あな。
壳,から。物をおおうかたい外皮。
壳,たたく。
壴,楽器をならべる。
壴,立てる。
夅,◦一 おりる。くだる。高いところから低いところへ移る。
夅,◦一 おろす。くだす。高いところから低いところへ移す。
夅,◦一 ふる。上から落ちてくる。雨や雪がふる。
夅,◦一 のち。あと。
夅,◦二 くだる。したがう。降参する。
夅,◦二 くだす。敵をまかす。
夆,あう。出会う。
夋,しりごみする。
复,かえる。もどる。
夔,牛に似た一本足の伝説上の獣の名。
夔,伝説上の帝「舜」の家臣の名。音楽をつかさどるとされる。
夤,つつしむ。慎み畏れる。
夤,てづる。たより。つて。
𡗗,字体を構成する要素。
㚑,みこ。
㚑,たま。たましい。死者のたましい。万物に宿る気。
㚑,よい。すぐれた。
㚑,不思議な力や働き。
㚑,さとい。かしこい。
夽,おおきい。
㚙,字義未詳
奆,非常に大きい。
㚖,◦一 真っ白なさま。非常に白いさま。
㚖,◦二 同「沢」。
𦰩,字体を構成する要素。
奛,明るいさま。
奟,おおきい。力のあるさま。
𡙇,かける。かく。一部分が壊れる。不足する。
𡙇,かけ。きず。
𡙇,官職の空き。
奵,女性の名に用いられる字。
奶,ちち。乳房。
奶,はは。母親。
奼,乙女。若い女性。
奼,美女。
奼,美しいさま。あでやかなさま。
妟,やすらか。安らかなさま。
妟,日の光がすがすがしいさま。
妮,はしため。女の召し使い。
妮,なれる。なじむ。
妼,女性の姿や振る舞いが美しいこと。
姈,女性の聡明なさま。
姍,そしる。悪く言う。非難する。
姍,なよなよと歩くさま。
姞,つつしむ。
姣,うつくしい。なまめかしい。
姣,みだら。
姤,あう。出会う。
姤,易の六十四卦の一つ。
姧,◦一 おかす。道理をおかす。
姧,◦一 よこしま。わるい。正しくない。
姧,◦二 男女が道に外れた関係を結ぶ。
姮,姮娥（コウガ）。月に住むといわれる伝説上の人物。
𡜆,体が肥えたさま。
𡝂,よそおう。かざる。身なりをととのえる。化粧する。
𡝂,よそおい。かざり。化粧。
㛏,女性の名に用いられる字。
娌,妯娌（チクリ）。兄弟の妻同士を呼ぶ語。
娍,◦一 女性の名に用いられる字。
娍,◦二 すらりとして美しいさま。
娗,◦一 子宮が下がって膣外に出てしまう病気。
娗,◦二 あざむく。
娧,うつくしい。
娭,たわむれる。たのしむ。
娭,女の召し使い。
婕,うつくしい。
婕,みめよい。
婥,うつくしい。女性のしなやかで美しいさま。
婺,星の名。女宿。
婺,婺州（ブシュウ）。古代の地名。現在の浙江省金華市に位置する。
媋,女性の容姿が美しいさま。
媜,女性の名に用いられる字。
媟,なれる。なれなれしくする。軽んじる。
媟,けがす。けがれる。
媠,◦一 うつくしい。みめよい。
媠,◦二 おこたる。なまける。
媢,ねたむ。そねむ。にくむ。
媱,ぶらぶらする。気ままに楽しむ。
媱,うつくしい。
媳,息子の妻。
媵,そいよめ。貴人が嫁ぐときに付き添って行く人。
媵,おくる。物をおくる。他のものに添えて送る。
媺,よい。うつくしい。
媿,はじる。はずかしく思う。
媿,はじ。
媿,はじかしめる。恥をかかせる。
嫚,あなどる。ばかにする。
嫚,けがす。
嫚,おこたる。なまける。
嫜,しゅうと。夫の父。
嫠,やもめ。夫を失った女性。
嫥,もっぱら。ひたすら。それだけに集中する。
嫰,わかい。わかくしなやかな。やわらかい。
嫮,うつくしい。
嫵,こびる。
嫵,うつくしい。あいらしい。
嬀,嬀水（キスイ）。山西省南部を流れて黄河へと続く川の名。
嬀,伝説上の帝、「舜」の子孫の姓。
嬈,なまめかしい。あでやか。
嬈,わずらわしい。
嬈,たわむれる。もてあそぶ。
嬗,かわる。違うものになる。
嬗,ゆずる。ゆずり与える。
嬴,あまる。あまり。
嬴,かつ。戦いに勝つ。
嬭,ちち。乳房。
嬭,はは。母親。
孌,うつくしい。みめよい。
孌,したう。思いをよせる。
孒,◦一 左腕がない。
孒,◦二 孑孒。ぼうふら。蚊の幼虫。
孨,よわい。かよわい。
孨,つつしむ。
孯,かたい。しっかりしている。
孼,正妻でない妻の子。
孼,ひこばえ。木の切り株や根元から生えた芽。
孼,わざわい。
孿,ふたご。双生児。
宁,たたずむ。
宁,たくわえる。
宄,よこしま。曲がったこと。正しくないこと。
𡧃,のき。ひさし。屋根。
𡧃,いえ。住居。家屋。
𡧃,天。そら。
𡧃,すべての空間。
𡧃,天下。世界。
𡧃,こころ。器量。度量。
宖,屋内の広く大きいさま。また、その空間に音が鳴り響くさま。
宬,書庫。書物を収める部屋。
㝡,もっとも。この上なく。
㝡,一番すぐれたもの。
寀,つかさ。官吏。
寀,采地。領地。
㝢,のき。ひさし。屋根。
㝢,いえ。住居。家屋。
㝢,天。そら。
㝢,すべての空間。
㝢,天下。世界。
㝢,こころ。器量。度量。
寎,眠れない病気。
寎,陰暦三月のこと。
寖,しみる。水がだんだんとしみこむ。
寖,ひたす。ひたる。つかる。
寖,やや。ようやく。
㝬,食物を盛る方形の器。神に供えるための穀物などを盛る祭器。
㝫,天空が弓なりになったさま。
寱,寝言。
寱,寝言を言う。
寽,つまむ。つまみとる。
㝵,◦一 さまたげる。同「碍」。
㝵,◦二 える。うる。同「得」。
尃,しく。同「敷」。
